NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,4.3,4.4,4.3,3.7,3.7,4.3,3.8,"See All 21,005 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,4.2,4.3,4.3,4.2,3.8,4.1,3.9,"See All 21,923 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,4.2,4.2,4.0,3.3,3.4,4.3,4.2,"See All 16,693 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,4.1,4.2,4.1,4.1,3.6,4.2,3.8,"See All 9,289 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,4.1,3.8,3.8,3.3,3.6,4.1,4.0,"See All 6,841 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,4.1,4.4,4.1,4.0,3.5,4.0,3.9,"See All 17,795 Reviews","Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us.",N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,4.0,4.3,4.0,3.8,3.6,4.0,3.9,"See All 26,196 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
Accenture,10000+ Employees,"Dublin, Ireland",Consulting,4.0,4.2,3.9,3.4,3.5,3.9,3.9,"See All 74,692 Reviews","Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 500,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com.",N/A
J.P. Morgan,10000+ Employees,"New York, NY",Investment Banking & Asset Management,4.0,4.1,3.9,3.5,3.5,3.9,3.9,"See All 24,583 Reviews","J.P. Morgan helps businesses, markets and communities grow and develop in more than 100 countries. Through our Corporate and Investment Bank, we provide banking, markets and investor services, treasury services and more for the world's most important corporations, governments and institutions. Our Asset and Wealth Management business provides global market insights and a range of investment capabilities for individuals and families, advisors and institutions.

We are a diverse team of innovators with a commitment to building the best and most respected financial services company, giving back to our local communities and building a healthy, vibrant company that creates opportunities for all employees.",N/A
Verizon,10000+ Employees,"New York, NY",Telecommunications Services,3.9,4.2,3.8,3.5,3.4,4.2,3.6,"See All 22,921 Reviews","As one of the world’s leading providers of technology, communications, information and entertainment products, Verizon is transforming the way people, businesses and things connect. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. We’re a diverse network of people driven by our aspirations and shared purpose, committed to shaping the future. Together, we are moving the world forward — and you can too. Pursue your ambitions and shape your future in a career here.",N/A
US Army,10000+ Employees,"Washington, DC",Less than $1 million (USD),3.9,4.1,3.9,2.8,3.2,4.2,4.2,"See All 27,213 Reviews","The US Department of the Army has its marching orders. One of the three military departments (along with the Air Force and Navy) of the US Department of Defense, the Army provides ground-based military forces to deter and fight wars and protect the security of the US. The army has more than 675,000 soldiers, including active duty soldiers (nearly 75%) and reservists (Army National Guard and Army Reserves). Army personnel are deployed in about 80 countries. The Army operates about 40 forts throughout the US and has bases in Africa, Europe, Japan, the Middle East, and South Korea.",N/A
Deloitte,10000+ Employees,"New York, NY",Accounting,3.9,4.1,3.8,2.9,3.5,3.4,4.0,"See All 50,629 Reviews","Think a professional services career is nothing but spreadsheets, gray suits, and corporate profits? Consider this: Deloitte employs more than 100,000 people in the United States. Our range of services and depth of resources create the potential to make an impact through almost any career. Right now, our professionals are working closely with organizations that enable social change, spark disruptive technologies, fund cures for diseases, implement sustainability solutions, prevent identity theft, foster inclusive cultures, enhance trust in the capital markets, and a lot more.

So if you want to contribute to the rise of cognitive technologies, you don’t have to be a researcher. You don’t need to get elected to public office to advise government agencies on improving access to health care. And when it comes to tackling climate change, you can be a factor without being a climatologist. Choose Deloitte. Choose what matters to you. And choose to make the impact you imagine.","Mission: Only See Possible

These three words have been Deloitte’s focus for 175 years and will be a beacon for our people, our clients, and our community partners for the next 175.

We help our clients awaken their full potential by identifying opportunities where others don’t.

And we do this by Seeing Possible—where others see the impossible, or can’t recognize an opportunity for what it is, our people use their innovation, ideas, imagination, vision, knowledge, and expertise to see only what’s possible."
IBM,10000+ Employees,"Armonk, NY",IT Services,3.9,4.3,4.0,3.9,3.4,3.4,3.8,"See All 64,825 Reviews","At IBM, work is more than a job—it's a calling. To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate.

Not just to do something better, but to attempt things you've never thought possible. To lead in this new era of technology and solve some of the world's most challenging problems. Let's put smart to work.",N/A
Amazon,10000+ Employees,"Seattle, WA",Internet,3.9,4.1,3.7,3.3,3.4,3.9,3.8,"See All 65,338 Reviews","All Amazon teams and businesses, from Prime delivery to AWS, are guided by four key tenets: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking.

We are driven by the excitement of building technologies, inventing products, and providing services that transform the way our customers live their lives and run their businesses.",N/A
KPMG,10000+ Employees,"Amstelveen, Netherlands",Accounting,3.9,4.1,3.9,2.9,3.6,3.4,4.2,"See All 29,304 Reviews","KPMG LLP, the U.S. audit, tax and advisory services firm, operates from more than 100 offices with more than 32,000 employees and partners throughout the U.S. Our purpose is to turn knowledge into value for the benefit of our clients, our people, and the capital markets.

KPMG delivers a globally consistent set of multidisciplinary services based on deep industry knowledge. Our industry focus helps KPMG professionals develop a rich understanding of clients' businesses and the insight, skills, and resources required to address industry-specific issues and opportunities.",N/A
Best Buy,10000+ Employees,"Richfield, MN",Consumer Electronics & Appliances Stores,3.9,4.2,3.9,3.6,3.4,3.6,3.5,"See All 24,010 Reviews","Best Buy is a leading provider of technology products, services and solutions. The company offers expert service at an unbeatable price more than 1.5 billion times a year to the consumers, small business owners and educators who visit our stores, engage with Geek Squad agents or use BestBuy.com or the Best Buy app. As for our workforce, our employees’ knowledge, passion, and commitment are recognized through pay, benefits and other rewards that are among the best in the industry, including an industry-leading employee discount on the latest and greatest products. At Best Buy, we are obsessed with building long term relationships with our customers. Our store teams feel empowered to deliver a world-class and unique experience based on what each customer needs. We work hard every day to enrich the lives of consumers through technology, whether they come to us online, visit our stores or invite us into their homes. We do this by solving technology problems and addressing key human needs across a range of areas, including entertainment, productivity, communication, food, security and health.",N/A
PwC,10000+ Employees,"New York, NY",Accounting,3.9,4.1,3.8,2.8,3.5,3.3,4.1,"See All 38,516 Reviews","If you join us, you can help organizations and individuals create the value they're looking for by delivering quality in assurance, tax and advisory services.&nbsp; Our purpose, vision and values are what connects the more than 276,000 people across the PwC global network of firms and helps distinguish us in the marketplace and with our clients.

At PwC US, you will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued.",N/A
Starbucks,10000+ Employees,"Seattle, WA",Fast-Food & Quick-Service Restaurants,3.9,4.2,3.9,3.5,3.3,3.9,3.5,"See All 33,794 Reviews","By bringing people together over coffee, Starbucks has become one of the world’s best-known and best-loved companies. We purchase, roast and serve award-winning coffee. We also offer Italian-style espresso beverages, cold blended beverages, delicious food, premium teas and selected compact discs through our retail stores. Working at Starbucks is a lot like working with your friends. When you work here, you’re not an “employee” – we call ourselves “partners” because we believe in shared common goals and mutual success. We’re dedicated to serving ethically sourced coffee, caring for the environment and giving back to the communities where we do business.",N/A
"Tata Consultancy Services
Part of Tata Group",10000+ Employees,"Mumbai, India",Computer Hardware & Software,3.9,4.1,4.0,3.9,3.2,3.2,3.7,"See All 62,080 Reviews","Tata Consultancy Services (TCS) helps its clients say farewell to business inefficiencies. The company is a leading global provider of IT, consulting, and outsourcing services, with operations in more than 40 countries. Its offerings include business process outsourcing, data center management, IT and strategic consulting, new product development and engineering, and systems integration. One of its specialties is developing and maintaining customized software for businesses. Most of its clients, in industries ranging from energy to financial services to retail to telecom, are located in North America, Latin America, and Europe. TCS is controlled by textiles and manufacturing conglomerate Tata Group.",N/A
US Navy,1001 to 5000 Employees,"San Diego, CA",Federal Agencies,3.8,4.0,3.6,2.5,3.0,4.1,4.1,"See All 17,225 Reviews",N/A,N/A
Comcast,10000+ Employees,"Philadelphia, PA",Telecommunications Services,3.8,4.2,3.7,3.6,3.4,4.0,3.7,"See All 10,698 Reviews","We connect people to the moments that matter most. Here, you’ll collaborate with diverse and passionate people to help re-imagine industries, invent new technologies and create extraordinary experiences for our customers.

At Comcast NBCUniversal, we are day-doers, adventurers, and visionaries, pioneering the future at the intersection of media and technology. We reimagine industries, invent groundbreaking technology and create extraordinary experiences for millions every day. It’s the diverse talents of our people that have propelled us to a Fortune 50 global industry leader. Everyone here has a voice and it’s the diverse talents of our people that have propelled us forward as a leader in connected experiences. It’s what also drives us to make a positive impact and empower change within the communities we serve.

We are looking for people that share our passion for innovation to join our team – ready to create their own path and connect the world to amazing moments and experiences.

Come create the future with us! Apply today: http://comcastcareers.com.",N/A
Cognizant Technology Solutions,10000+ Employees,"Teaneck, NJ",Consulting,3.7,3.8,3.6,3.5,3.2,3.3,3.6,"See All 47,809 Reviews","Cognizant (NASDAQ-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 230 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com. To apply for open positions, visit https://careers.cognizant.com",N/A
Nordstrom,10000+ Employees,"Seattle, WA","Department, Clothing, & Shoe Stores",3.7,4.0,3.7,3.3,3.2,3.5,3.4,"See All 16,096 Reviews","Nordstrom, Inc. is a leading fashion retailer based in the U.S. Founded in 1901 as a shoe store in Seattle, today Nordstrom operates 355 stores in 40 states, including 100 full-line stores in the United States and Canada; 248 Nordstrom Rack stores; two clearance stores; and five Nordstrom Local service hubs. Additionally, customers are served online through Nordstrom.com, Nordstrom.ca, Nordstromrack.com, HauteLook.com and TrunkClub.com. Nordstrom, Inc.'s common stock is publicly traded on the NYSE under the symbol JWN.",N/A
Wells Fargo,10000+ Employees,"San Francisco, CA",Banks & Credit Unions,3.7,3.8,3.5,3.7,3.1,3.8,3.5,"See All 28,880 Reviews","Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $1.98 trillion in assets. Wells Fargo’s vision is to satisfy our customers’ financial needs and help them succeed financially. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, investment and mortgage products and services, as well as consumer and commercial finance, through 7,400 locations, more than 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 31 countries and territories to support customers who conduct business in the global economy. With approximately 263,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 30 on Fortune’s 2020 rankings of America’s largest corporations. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories.
Additional information may be found at www.wellsfargo.com | Twitter: @WellsFargo.","Mission: We have five primary values that are based on our vision and provide the foundation for everything we do:

People as a competitive advantage
Ethics
What’s right for customers
Diversity and inclusion
Leadership

We value and support our team members as a competitive advantage. We say “team members,” not “employees,” because our people are resources to be invested in, not expenses to be managed."
Keller Williams,201 to 500 Employees,"Austin, TX",Real Estate,4.3,4.3,4.4,4.1,4.1,3.7,4.3,"See All 3,723 Reviews","When you join KWRI, you join a diverse team of more than 300 passionate professionals who are redefining the global real estate industry. We support and innovate on behalf of over 180,000 Keller Williams real estate professionals worldwide.

We are writers, coaches, developers, designers, accountants, filmmakers, planners, lawyers, and philanthropists. Each of us are trailblazers with the incredible opportunity to make a meaningful difference in the direction of this fast-growing company.

Interested in a role at headquarters? Get to know us at http://www.lifeatkwri.com opportunities are waiting!

Interested in a career in real estate? Check out global opportunities: http://www.kw.com/kw/jobsearch.html.",N/A
Varsity Tutors,201 to 500 Employees,"Saint Louis, MO",Internet,4.1,4.3,4.1,4.3,3.9,3.5,3.9,"See All 1,847 Reviews","We are transforming the way the world learns.

Varsity Tutors, a Nerdy Company, is the leading direct-to-consumer, curated gig economy platform for live online learning benefiting both learners and experts. We have built a comprehensive online learning destination that enables the delivery of scaled high-quality live expertise for learners of all ages across thousands of subjects and multiple learning formats through the application of technology and AI. We've raised $107M million in venture capital from TCV, Learn Capital, and the Chan Zuckerberg Initiative. We also recently announced that Nerdy, the parent company of Varsity Tutors, plans to go public via a SPAC with TPG Pace Tech Opportunities later this year, with a $1.7 billion market valuation.

Yes, we’re a tech company, but more than that, we’re a people company. It’s our job to understand learners, and help set them up for success. We succeed with a diverse mix of talented people who want to come, to stay and do their best work. If you love learning, technology, and making a true impact, you’re going to love working here.

Full-Time Corporate Positions: https://careers.varsitytutors.com/

Part-time Contractor Tutoring Positions: https://www.varsitytutors.com/tutoring-jobs",N/A
Orangetheory Fitness,201 to 500 Employees,"Boca Raton, FL",Sports & Recreation,3.9,3.8,3.9,3.6,3.3,3.1,3.3,"See All 1,558 Reviews","Orangetheory® Fitness is a scientifically designed, one-of-a-kind, group personal training workout broken into intervals of cardiovascular and strength training. Backed by the science of excess post-exercise oxygen consumption (EPOC), Orangetheory's heart-rate-monitored workouts are designed to get participants within the target-training zone of 84 percent to 91 percent of their heart rate, which stimulates metabolism and increases energy. Led by highly skilled coaches, each Orangetheory Fitness workout incorporates endurance, strength and power elements through a variety of equipment including treadmills, rowing machines, TRX® suspension training and free weights.",N/A
Dairy Queen,201 to 500 Employees,"Bloomington, MN",Fast-Food & Quick-Service Restaurants,3.6,3.6,3.3,3.3,3.1,2.6,3.0,"See All 2,768 Reviews","International Dairy Queen (IDQ) has been supplying brain-freezes for a long, long time. The company is a leading franchisor of frozen treat stores with more than 5,900 quick-service restaurants, most of which operate under the Dairy Queen banner. Popular DQ ice cream treats include Blizzards, sundaes, and cones. Many of the stores also serve burgers, fries, and other items. In addition to its flagship chain, IDQ has about 700 Orange Julius locations offering blended fruit drinks and a small number of Karmelkorn stands that feature popcorn snacks. Only a small number of units are company-owned. Tracing its roots back to 1938, the company is owned by Warren Buffett's Berkshire Hathaway.",N/A
"Course Hero
Hiring Surge",201 to 500 Employees,"Redwood City, CA",Colleges & Universities,4.9,4.9,5.0,4.8,4.7,4.9,4.7,See All 617 Reviews,"Course Hero envisions a world where every student graduates, confident and prepared.",N/A
6sense,201 to 500 Employees,"San Francisco, CA",Computer Hardware & Software,4.9,4.8,4.9,4.4,4.9,4.7,4.9,See All 109 Reviews,"The 6sense Account Engagement Platform helps B2B organizations achieve predictable revenue growth by putting the power of AI, big data, and machine learning behind every member of the revenue team. 6sense uncovers anonymous buying behavior, prioritizes accounts for sales and marketing, and enables them to engage resistant buying teams with personalized, multi-channel, multi-touch campaigns. 6sense helps revenue teams know everything they need to know about their buyers so they can easily do anything needed to generate more opportunities, increase deal size, get into opportunities sooner, and compete and win more often.",N/A
Gong,201 to 500 Employees,"San Francisco, CA",Enterprise Software & Network Solutions,4.8,4.8,4.9,4.4,4.9,4.7,4.8,See All 131 Reviews,"Gong.io created the Revenue Intelligence category to enable leading revenue teams to get the unfiltered truth about their customer interactions, their deals, and transform the way they go to market.

The patented Gong Revenue Intelligence Platform captures and understands every customer interaction then delivers insights at scale, empowering revenue teams to make decisions based on data instead of opinions.","Mission: Our mission is to enable leading revenue teams to get the unfiltered truth about their customer interactions, their deals, and transform the way they go to market. By taking the guesswork out of sales, countless companies are closing deals faster and maintaining customer satisfaction."
WebFX,201 to 500 Employees,"Harrisburg, PA",Advertising & Marketing,4.8,4.9,4.8,4.7,4.7,4.5,4.7,See All 88 Reviews,"Voted the Best Place to Work in PA for 6 consecutive years, WebFX is a full-service Internet marketing, web design, and web development agency offering integrated web solutions for businesses around the world. With some of the brightest minds and most talented individuals in the industry, we provide exceptional results for all of our clients. We know what works because we stay on top of the industry. For us, it’s not just a job — it’s a driving passion. And that passion has led to some of the best work on the Internet.","Mission: We treat fellow FXers like family & empower them to achieve their Personal best. We embrace change, lead with solutions, and make the most of every Opportunity. We put ourselves in our client’s shoes and measure Success by how much we ""WOW"" them. We lead by example, work with Integrity, and aspire to leave the world a better place. We are productive, Tenacious, and get it done. We deliver tangible business Impact for our clients and the people who work there. We Value continual improvement in all we do & strive to be 1 percent better every day. We are avid ongoing learners and Embrace challenges with a growth mindset."
PostcardMania,201 to 500 Employees,"Clearwater, FL",Advertising & Marketing,4.8,5.0,4.9,4.8,4.9,4.7,4.8,See All 164 Reviews,"PostcardMania is a small business marketing company with 94,562 clients nationwide. We help small businesses target their ideal prospects with highly effective postcard marketing campaigns with matching digital ads on Google, Facebook, Instagram, YouTube and Gmail.

For the last 8 years PostcardMania has been voted as one of Tampa Bay's Top 100 Workplaces.

We have the mindset of a startup, with the backbones of a profitable, 21-year old, $60-million-per-year business that was organically grown with no investment capital.

We provide brilliant individuals with a fun and rewarding place to work where they truly consider their co-workers friends.

The atmosphere at PostcardMania is casual: we’re in jeans instead of stuffy suits, you’ll likely find a few puppies running around, and you’ll spend your breaks playing ping-pong and basketball or ordering coffee or lunch from our in-house cafe. Learn more at PostcardMania.com/careers",N/A
"Zaxby's
Hiring Surge",51 to 200 Employees,"Athens, GA",Fast-Food & Quick-Service Restaurants,3.5,3.8,3.4,3.2,3.1,2.8,3.1,"See All 1,344 Reviews","You might say this company is all about zee chicken. Zaxby's Franchising operates and franchises more than 490 fast-casual Zaxby's chicken restaurants in about a dozen southern states, mostly in Georgia. Its kitschy, memorabilia-themed restaurants offer creatively named chicken dishes, such as Chicken Fingerz, Zalads, Big Zax Snak Meal, Zappetizers, and Buffalo Fingerz with Zax sauce. The chain also serves chicken with other types of sauces named for their spiciness threshold, from Wimpy to Nuclear to Insane. About 70 locations are company-owned, while the rest are franchised. CEO Zach McLeroy and CFO Tony Townley started the chain in 1990.",N/A
