NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
BioFire Diagnostics,1001 to 5000 Employees,"Salt Lake City, UT",Biotech & Pharmaceuticals,3.7,3.7,3.5,3.5,3.2,4.2,3.5,See All 227 Reviews,N/A,N/A
"eviCore healthcare
Acquired by Express Scripts",5001 to 10000 Employees,"Bluffton, SC",Health Care Services & Hospitals,3.8,3.4,3.6,3.9,3.3,3.4,3.6,See All 381 Reviews,N/A,N/A
Ahold Delhaize,10000+ Employees,"Zaandam, Netherlands",Food & Beverage Stores,3.8,3.7,3.3,3.2,3.3,3.8,3.1,See All 235 Reviews,"Ahold Delhaize is one of the world’s largest food retail groups and a leader in both supermarkets and eCommerce. Our family of great local brands serves more than 54 million customers each week in Europe, the United States and Indonesia. Our brands employ more than 380,000 associates and operate more than 6,700 grocery and specialty stores as well as online delivery and pickup. Together, we help people eat well, save time, and live better – it’s how we make a difference. And we do it because we care: for our customers, our people, and the world around us.",N/A
Houlihan Lokey,1001 to 5000 Employees,"Los Angeles, CA",Investment Banking & Asset Management,3.9,3.7,3.3,2.6,3.3,3.8,3.9,See All 260 Reviews,"Houlihan Lokey (NYSE:HLI) is a global investment bank with expertise in mergers and acquisitions, capital markets, financial restructuring, and valuation. The firm serves corporations, institutions, and governments worldwide with offices in the United States, Europe, the Middle East, and the Asia-Pacific region. Independent advice and intellectual rigor are hallmarks of the firm’s commitment to client success across its advisory services. Houlihan Lokey is the No. 1 M&A advisor for the past six consecutive years in the U.S., the No. 1 global restructuring advisor for the past seven consecutive years, and the No. 1 global M&A fairness opinion advisor over the past 20 years, all based on number of transactions and according to data provided by Refinitiv (formerly Thomson Reuters).",N/A
Jaggaer,1001 to 5000 Employees,"Morrisville, NC",Enterprise Software & Network Solutions,3.9,3.8,3.6,4.0,3.4,3.8,3.7,See All 276 Reviews,"The world’s leading provider of comprehensive Source-to-Pay solutions.

Some of the largest Commercial, Manufacturing and Life Sciences companies in the world trust JAGGAER with billions of dollars of annual spend. Additionally, JAGGAER is the leading procure-to-pay provider in the Higher Education and Government sectors. JAGGAER eprocurement and strategic sourcing customers across the globe have gained access to the best suppliers, with the best terms, on our scalable, customizable, user-friendly platform. Our SaaS-based, source-to-pay solution provides unparalleled visibility, insights and recommendations to procurement leaders and suppliers. The result is a fluid supply chain driven by powerful spend analysis, comprehensive contract management and efficient accounts payable solutions.",N/A
Piedmont Healthcare,5001 to 10000 Employees,"Atlanta, GA",Health Care Services & Hospitals,3.9,4.2,3.9,3.7,3.5,3.7,3.9,See All 695 Reviews,"At Piedmont, you’ll be a part of an exceptional healthcare experience. We’re ranked among the nation’s best hospitals and we care for millions of patients each year. We also care deeply for our employees and we strive each day to enhance their experience. Piedmont’s success is tied directly to the unique contributions, backgrounds, perspectives, skills, talents and dedication of our world-class team.

For more than a century, Piedmont Healthcare has been a recognized leader in delivering expert care. Last year, Piedmont served nearly two million patients - performing over 44,000 surgeries, delivering 8,000 babies, providing 471,695 outpatient encounters, completing 235 organ transplants and handling nearly 250,000 emergency room visits. For most, that would be a great track record. For us, it's a good start.",N/A
CitiusTech,1001 to 5000 Employees,"Mumbai, India",IT Services,3.8,3.9,3.9,3.7,3.3,3.4,3.6,See All 833 Reviews,"With over 4,000 employees worldwide, CitiusTech plays an important role in shaping the way healthcare is delivered to patients. We are a team of world-class IT professionals, driven by a strong sense of purpose – to accelerate innovation in healthcare and make a meaningful impact to human life.



We focus on building highly motivated engineering teams and thought leaders with an entrepreneurial mindset, centered on our core values of passion, respect, openness, unity and depth of knowledge. Our success lies in our ability to create a fun, transparent and non-hierarchical work environment which focuses on continuous learning and work life balance. Our strong focus on employee satisfaction and workplace flexibility has made us one of the ‘Best Companies to Work for’ 9 years in a row (2012-2019).



With the exponential growth in healthcare technology adoption worldwide, CitiusTech is uniquely positioned to drive disruptive change across the healthcare industry. At CitiusTech, you become a part of this incredible growth story. You get to work on interesting projects with some of the world’s largest healthcare organizations, build next-gen technology skills and accelerate career growth, in a fun, balanced and high-performance work environment.

Join CitiusTech. Do something awesome!",N/A
"Embassy Suites
Part of Hilton",1001 to 5000 Employees,"McLean, VA","Hotels, Motels, & Resorts",3.8,4.0,3.8,3.4,3.3,3.6,3.5,See All 685 Reviews,"At Embassy Suites by Hilton™, we anticipate travelers' needs and deliver what matters most. All of our guests are welcomed with a two-room suite, free made-to-order breakfast each morning, and complimentary drinks and snacks for two hours every night. We're delighted to welcome you in over 200 unique locations, so stay with us and come experience all Embassy Suites by Hilton has to offer.
At Embassy Suites by Hilton™, we are dedicated to ensuring your satisfaction. Meeting and exceeding expectations has long been a cornerstone of the Embassy Suites experience and we want to ensure you are aware of our promise. If you’re not satisfied with your stay, let us know and we’ll Make It Right.
Your satisfaction is our priority and we will always strive to Make It Right!",N/A
"Blue Cross and Blue Shield of Nebraska
Part of Blue Cross and Blue Shield Association",1001 to 5000 Employees,"Omaha, NE",Insurance Carriers,3.8,4.4,3.9,4.3,3.6,4.2,3.7,See All 169 Reviews,"To millions of Americans, Blue Cross and Blue Shield symbolizes peace of mind when it's needed most. That’s because, collectively, the Blue Cross and Blue Shield brands represent the largest and most experienced health care benefit companies in the country. We have been here for Nebraskans for more than 80 years, and are proud to be an active part of the communities where we live and work alongside our customers.

Team Blue is all about the people. We consider ourselves lucky to be there for members throughout their lives, whenever they need us – rolling up our sleeves, putting our heads together to find new solutions and doing whatever it takes to make sure they’re cared for. From IT experts to customer service reps to executives, none of us take this incredible purpose for granted. Our culture is built on trust, collaboration and wholehearted passion for the health and well-being of the community we’re here to serve. And we have a lot of fun together along the way.",N/A
Benchmark Hospitality,5001 to 10000 Employees,"Spring, TX","Hotels, Motels, & Resorts",3.8,4.2,4.1,3.5,3.6,3.7,3.7,See All 155 Reviews,"You never know exactly what kind of conference Benchmark Hospitality International is going to resort to -- but you can bet it has high standards. Benchmark Hospitality is a manager and marketer of resorts, conference centers, and hotels across the US; it also has one location in Tokyo (the Tokyo Conference Center). Its portfolio of approximately 30 properties includes Scottsdale Resort (Arizona), Cheyenne Mountain Resort (Colorado), and Turtle Bay Resort (Hawaii). Many resorts include luxury spas and golf courses. The company also operates private centers for Capital One, Deloitte, Lockheed Martin, and Whirlpool. Benchmark Hospitality was founded in 1980 by Burt Cabañas, who also owns the firm.",N/A
BENTELER Group,10000+ Employees,"Salzburg, Austria",Industrial Manufacturing,3.8,3.6,3.3,3.4,3.3,3.9,3.6,See All 339 Reviews,"BENTELER is a global, family-owned company serving customers in automotive technology, the energy sector and mechanical engineering. As innovative partner, we design, produce and distribute safety-relevant products, systems and services.
Our portfolio encompasses components and modules for the automotive industry, in the areas of chassis, body, engine and exhaust systems as well as system solutions for electric vehicles. In addition, we develop technical equipment and plant for leading automotive suppliers and for the glass-processing industry.
Also, based on more than 140 years of experience in steel, we develop seamless and welded quality steel tubes – from material development to tube applications.

Under the management of the strategic holding BENTELER International AG, headquartered in Salzburg, Austria, our around 30,000 employees at around 100 locations in around 30 countries offer first-class manufacturing and sales competence – all dedicated to delivering a first-class service wherever our customers need us. In the 2018 financial year, Group revenues were € 8.072 billion.

BENTELER. The family of driven professionals. Since 1876.
www.benteler.com


Privacy statement: https://www.benteler.com/data-security/",N/A
Houlihan Lokey,1001 to 5000 Employees,"Los Angeles, CA",Investment Banking & Asset Management,3.9,3.7,3.3,2.6,3.3,3.8,3.9,See All 260 Reviews,"Houlihan Lokey (NYSE:HLI) is a global investment bank with expertise in mergers and acquisitions, capital markets, financial restructuring, and valuation. The firm serves corporations, institutions, and governments worldwide with offices in the United States, Europe, the Middle East, and the Asia-Pacific region. Independent advice and intellectual rigor are hallmarks of the firm’s commitment to client success across its advisory services. Houlihan Lokey is the No. 1 M&A advisor for the past six consecutive years in the U.S., the No. 1 global restructuring advisor for the past seven consecutive years, and the No. 1 global M&A fairness opinion advisor over the past 20 years, all based on number of transactions and according to data provided by Refinitiv (formerly Thomson Reuters).",N/A
The Mosaic Company,10000+ Employees,"Tampa, FL",Chemical Manufacturing,3.8,3.8,3.5,3.7,3.1,4.0,3.4,See All 267 Reviews,"The Mosaic Company (NYSE: MOS) is the world's leading integrated producer and marketer of concentrated phosphate and potash. We employ more than 12,000 people in six countries and participate in every aspect of crop nutrition development.

We mine and process phosphate and potash minerals into crop nutrients, and then ship via rail, barge and ocean-going vessel to our customers in the major agricultural centers of the world.

The work of mining and processing potash and phosphate minerals is an energy- and water-intensive endeavor. We work carefully to maximize efficiencies and minimize our use of energy and natural resources, and have made significant progress in reducing Mosaic’s environmental footprint.

Mosaic is an important driver of economic activity in each of our operating communities. We strive to be a thoughtful and engaged neighbor, using our financial resources, expertise and innovative spirit to demonstrate our shared commitment to good corporate citizenship.


Potash

Mosaic is a leader in the potash industry with annual capacity of 10.5 million tonnes of product per year. Production during 2016 totaled 7.6 million tonnes, or approximately 13% of estimated world annual production and 42% of estimated North American annual production.

In 2016, we operated three potash mines in Canada, including two shaft mines with a total of three production shafts and one solution mine, as well as one potash shaft mine in the United States. We also own related refineries at each of the mines. Construction of our new Saskatchewan potash operation, Esterhazy K3, remains on target, with work expected to continue into 2024. Upon completion of K3, Mosaic's Esterhazy operation is expected to be the largest, most competitive underground potash mine in the world. Mosaic is committed to building strong relationships with the communities that surround our operations. First Nations and Métis people are an important part of the community in Saskatchewan, Canada, where we operate. Many Indigenous communities, particularly those in Treaty 4 territory, neighbor our potash facilities.


Phosphate

Mosaic is one of the world’s largest producers of finished phosphate products. We own and operate mines and production facilities in North and South America which produce concentrated phosphate crop nutrients and phosphate-based animal feed ingredients. Our North American phosphates operations have the capacity to produce 11.7 million tonnes of phosphate fertilizer. Our South American operations include five phosphates mines and five chemical and fertilizer facilities in Brazil with a capacity to produce 10.5 million tonnes of finished concentrated phosphate.

History

Mosaic is a young company rooted in history and experience. Recognized as innovators in our field, this status owes much to the combined strengths of the crop nutrition business of Cargill, Inc. and IMC Global Inc., our founding companies. Each of these companies has been recognized as worldwide leaders in the crop nutrition industry for decades. In 2014, Mosaic completed its acquisition of the phosphate business of CF Industries, Inc., and Archer Daniels Midland Company's fertilizer distribution business in Brazil and Paraguay. In 2018, Mosaic completed its acquisition of Vale Fertilizantes from Vale S.A. and became one of the leading fertilizer producer and distributor in Brazil.

IMC Global dates back to 1909, when entrepreneur Thomas Meadows became involved in the phosphate mining business. In 1940, the company mined 50,000 tonnes of potash from its Carlsbad, N.M., plant. IMC Global mined approximately 1.7 million tonnes in the same location in 2003, helping the company earn $2.2 billion in revenue.

A grain backhaul opportunity launched the crop nutrition business of Cargill in the 1960s. Product was needed to fill empty barges to make a profitable roundtrip, so Cargill — already a leading agribusiness company — entered the crop nutrition business. From there, the division grew to be one of the world's top producers of phosphate and nitrogen fertilizer.","Mission: Since forming in 2004, Mosaic has grown to be a global leader in phosphates and potash crop nutrition. We are proud to be a competitive low-cost producer with strong customer relationships, and the financial strength to invest in growth and innovation. And we’ve led the industry in developing high-quality performance products that help growers succeed. None of Mosaic’s success would be possible without our greatest asset—our people.

Each employee at Mosaic adheres to the same companywide principles and priorities, and contributes to our company strategy: to win in our core businesses of phosphates, potash and international distribution, and to grow in new ways."
Catholic Health System,5001 to 10000 Employees,"Buffalo, NY",Health Care Services & Hospitals,3.7,4.3,3.7,3.6,3.1,3.8,3.6,See All 163 Reviews,"The Catholic Health System gives residents of its home state even more reason to proclaim ""I heart New York."" The health care system, recognized for its cardiac services, serves residents of western New York through its network of four hospitals and over a dozen primary care centers, as well as long-term care facilities, diagnostic and treatment centers, and assorted other health care sites. Catholic Health is also well-known for its women's health, cancer treatment, and rehabilitation services and is a leading provider of elderly care in the region. Founded in 1998, its hospitals (including Kenmore Mercy, Sisters of Charity, Mercy Hospital of Buffalo, and St. Joseph's) have a capacity of about 800 beds.",N/A
Danone North America,5001 to 10000 Employees,"White Plains, NY",Food & Beverage Manufacturing,3.8,4.3,3.5,3.4,2.9,3.8,3.6,See All 394 Reviews,"At Danone North America, you’ll work with some of the best-known food and beverage brands in the world like Activia, Silk, Horizon Organic, Two Good, Oikos, evian, and Happy Family. You’ll be part of the largest Certified B Corp™ in the world, working together to make sure our brands create real benefits for people, communities, and the planet.

We have 6,000 employees across the U.S. and Canada. Come join our movement for a healthier world: One Planet. One Health BY YOU.",N/A
Catholic Health System,5001 to 10000 Employees,"Buffalo, NY",Health Care Services & Hospitals,3.7,4.3,3.7,3.6,3.1,3.8,3.6,See All 163 Reviews,"The Catholic Health System gives residents of its home state even more reason to proclaim ""I heart New York."" The health care system, recognized for its cardiac services, serves residents of western New York through its network of four hospitals and over a dozen primary care centers, as well as long-term care facilities, diagnostic and treatment centers, and assorted other health care sites. Catholic Health is also well-known for its women's health, cancer treatment, and rehabilitation services and is a leading provider of elderly care in the region. Founded in 1998, its hospitals (including Kenmore Mercy, Sisters of Charity, Mercy Hospital of Buffalo, and St. Joseph's) have a capacity of about 800 beds.",N/A
Danone North America,5001 to 10000 Employees,"White Plains, NY",Food & Beverage Manufacturing,3.8,4.3,3.5,3.4,2.9,3.8,3.6,See All 394 Reviews,"At Danone North America, you’ll work with some of the best-known food and beverage brands in the world like Activia, Silk, Horizon Organic, Two Good, Oikos, evian, and Happy Family. You’ll be part of the largest Certified B Corp™ in the world, working together to make sure our brands create real benefits for people, communities, and the planet.

We have 6,000 employees across the U.S. and Canada. Come join our movement for a healthier world: One Planet. One Health BY YOU.",N/A
"Embassy Suites
Part of Hilton",1001 to 5000 Employees,"McLean, VA","Hotels, Motels, & Resorts",3.8,4.0,3.8,3.4,3.3,3.6,3.5,See All 685 Reviews,"At Embassy Suites by Hilton™, we anticipate travelers' needs and deliver what matters most. All of our guests are welcomed with a two-room suite, free made-to-order breakfast each morning, and complimentary drinks and snacks for two hours every night. We're delighted to welcome you in over 200 unique locations, so stay with us and come experience all Embassy Suites by Hilton has to offer.
At Embassy Suites by Hilton™, we are dedicated to ensuring your satisfaction. Meeting and exceeding expectations has long been a cornerstone of the Embassy Suites experience and we want to ensure you are aware of our promise. If you’re not satisfied with your stay, let us know and we’ll Make It Right.
Your satisfaction is our priority and we will always strive to Make It Right!",N/A
Au Bon Pain,1001 to 5000 Employees,"Boston, MA",Casual Restaurants,3.8,4.7,3.3,3.7,3.1,2.6,2.9,See All 284 Reviews,"SIMPLY PUT, BON MEANS GOOD.

That’s why good is in our name. At Au Bon Pain, any choice you make is good. We’re not here to tell you what’s good for you to eat, that’s your choice. From delicious meals, to satisfying snacks or wholesome treats, food should always taste good, no matter if that choice is indulgent or nutritious; because life is about balance. A nourishing, delicious, balance.",N/A
Schaeffler,10000+ Employees,"Herzogenaurach, Germany",Industrial Manufacturing,3.8,3.2,3.4,3.6,3.2,3.7,3.4,"See All 1,093 Reviews","Schaeffler Group – We pioneer motion
As a leading global supplier to the automotive and industrial sectors, the Schaeffler Group has been driving forward groundbreaking inventions and developments in the fields of motion and mobility for over 70 years. With innovative technologies, products, and services for CO₂-efficient drives, electric mobility, Industry 4.0, digitalization, and renewable energies, the company is a reliable partner for making motion and mobility more efficient, intelligent, and sustainable. The technology company manufactures high-precision components and systems for drive train and chassis applications as well as rolling and plain bearing solutions for a large number of industrial applications. The Schaeffler Group generated sales of approximately EUR 14.4 billion in 2019. With around 83,700 employees, Schaeffler is one of the world’s largest family companies.",N/A
Akorn,1001 to 5000 Employees,"Lake Forest, IL",Biotech & Pharmaceuticals,3.8,4.5,3.6,3.7,3.4,3.7,3.5,See All 103 Reviews,"Akorn has its roots firmly planted (and spread) throughout the pharmaceutical industry. The company makes and sells specialty therapeutic and diagnostic pharmaceuticals in categories including ophthalmology, injectables, and specialty therapeutics. It also provides contract manufacturing services. Akorn's ophthalmic segment includes antibiotics, glaucoma treatments, diagnostic stains and dyes, and contact lens accessories. The firm's injectable segment includes drugs for rheumatoid arthritis and pain management; specialty therapeutics are primarily in the field of analgesics. Chairman John Kapoor controls about a third of the company.",N/A
University of Tennessee Medical Center,1001 to 5000 Employees,"Knoxville, TN",Health Care Services & Hospitals,3.8,4.0,3.8,3.5,3.3,3.1,3.9,See All 172 Reviews,"The University of Tennessee Medical Center is the region’s academic medical center, Magnet® recognized hospital and Level I Trauma Center.

The 609-bed hospital also is home of the region’s only dedicated Heart Hospital, only adult and pediatric transplant center, a Joint Commission/American Heart Association recognized Comprehensive Stroke Center, houses the region's only Level III private-room neonatal intensive care unit and serves as a regional perinatal center.

Our six Centers of Excellence provide comprehensive care to patients. The dedicated professionals at the medical center thrive in a fast-paced, challenging environment, where expert commitment plays a critical role in the hospital’s ongoing success.",N/A
"Sandoz International
Part of Novartis",10000+ Employees,"Holzkirchen, Germany",Biotech & Pharmaceuticals,3.9,4.1,3.8,3.4,3.5,4.1,3.7,See All 565 Reviews,"Sandoz, a Novartis division, is a global leader in generic pharmaceuticals and biosimilars. Our purpose is to pioneer access for patients by developing and commercializing novel, affordable approaches that address unmet medical needs. Our ambition is to be the world’s leading and most valued generics company. Our broad portfolio of high-quality medicines, covering all major therapeutic areas, accounted for 2019 sales of USD 9.7 billion. Sandoz is headquartered in Holzkirchen, in Germany’s Greater Munich area.",N/A
K&L Gates LLP,1001 to 5000 Employees,"Pittsburgh, PA",Legal,3.8,4.6,3.8,4.0,3.6,3.6,3.5,See All 295 Reviews,"K&L Gates LLP delivers legal services on an integrated and global basis, with more than 2,000 lawyers located in 47 cities across five continents. Positioned at strategic intersections of the global economy, K&L Gates has one of the largest contingents of lawyers and offices across the United States of any law firm and strong local presence in key capital cities and world commercial and financial centers. The firm’s extensive latticework of lawyers, practices, and offices - more than 300 lawyers in Europe’s largest economies and one of the largest international practices in Asia among US law firms - creates a worldwide network to serve clients’ growing international needs, with lawyers counseling clients on their most sophisticated legal challenges in all areas of corporate and regulatory law and litigation.",N/A
Autoliv,10000+ Employees,"Stockholm, Sweden",Transportation Equipment Manufacturing,3.8,4.0,3.7,3.5,3.2,3.6,3.3,See All 640 Reviews,"Autoliv Inc., the worldwide leader in automotive safety systems, develops and manufactures automotive safety systems for all major automotive manufacturers in the world. Together with its joint ventures, Autoliv has more than 80 facilities with more than 60,000 employees in 27 countries. In addition, the Company has 20 technical centers in nine countries around the world, with 20 test tracks, more than any other automotive safety supplier.

Autoliv develops, manufactures and markets airbags, seatbelts, steering wheels, passive safety electronics and active safety systems such as radar, night vision and camera vision systems. We also produce anti-whiplash systems, pedestrian protection systems and child seats. For over 60 years, Autoliv has focused on one very important issue: saving lives. Our innovative products save 30,000 lives every year and prevent 10 times as many injuries.",N/A
Infogain,1001 to 5000 Employees,"Los Gatos, CA",IT Services,3.8,3.7,3.9,3.8,3.5,3.4,3.6,"See All 1,529 Reviews","Infogain is a Silicon Valley-based company with human-centered digital platform and software engineering expertise. Infogain ‘engineers business outcomes’ for Fortune 500 companies and digital natives across the technology, healthcare, insurance, travel, and retail industries. Having Microsoft Gold Partner and Azure Expert MSP accreditation, we accelerate experience-led transformation and deliver digital platforms using technologies such as cloud, microservices, robotic process automation, IoT, and artificial intelligence.

Our unique engagement approach of “Listen-Curate-Deliver” helps to accelerate the innovation journey of 5 of the world’s largest 50 companies and 24 of the Fortune 500, with several relationships of over 10 years.&nbsp;

We deliver positive business outcomes&nbsp;using rapid prototyping and a solid foundation of DevOps-based software platform engineering that ensure high-quality and on-time delivery.

Our 3,500 global employees across the US, UK, Singapore, Middle East and India focus on client value creation, delivery excellence and innovation.

Visit us online at www.infogain.com and follow us on Twitter: @Infogain.",N/A
Kennesaw State University,1001 to 5000 Employees,"Kennesaw, GA",Colleges & Universities,3.8,3.7,3.5,3.8,3.1,3.0,3.0,See All 578 Reviews,"Students buried with homework might appreciate the fact that ""Kennesaw"" comes from the Cherokee word meaning cemetery or burial ground. Part of the University System of Georgia, Kennesaw State University (KSU) serves metropolitan Atlanta and northwest Georgia. The college offers more than 60 undergraduate and graduate degree programs; master's programs include business, public administration, social work, and education. KSU enrolls some 20,000 students in all. The school was established as a junior college in 1963 and gained accreditation as a four-year college in 1980. It introduced its first doctoral program (in education) in 2006.",N/A
"CGB Enterprises
Hiring Surge",1001 to 5000 Employees,"Covington, LA",Logistics & Supply Chain,3.9,3.3,3.6,3.4,3.4,3.6,3.1,See All 119 Reviews,"CGB recently celebrated 50 years of growth and stability. Founded in 1969, CGB Enterprises, Inc. is known as an innovative and progressive leader in the grain, transportation, and risk management industries. Today, CGB operates an enterprise with over 100 locations and over 1,000 U.S. employees overseeing a diverse family of businesses that provide an array of services for producers and logistics services for an international base of customers.

Operating within the diverse family of businesses at CGB Enterprises, Inc. are Consolidated Grain and Barge Co., River Bend Transport, River Bend Brokerage, AgriFinancial, CGB Marine, CGB Soybean Processing, and Consolidated Terminals and Logistics Company. Our portfolio of specialties includes premier ag lending service, customer-oriented grain marketing specialists, and global logistical solutions, among others. We’ve also entered into several joint ventures and partnerships that include companies like Cooper Consolidated, LLC, Roger, and Brooks Grain, among others.

CGB has global shareholders, one of which is Zen-Noh Grain Corporation (ZGC) with export elevator in Convent, LA. The Convent elevator is considered to be the fastest export elevator in the world and has undergone further upgrades to improve operational efficiency. ZGC relies on CGB and its vast network of elevators to feed that consumptive demand; we are truly linking America's heartland with global markets and helping to feed the world.

With an inspiring 50 year history of innovation and growth along with supportive leadership that values feedback, you’ll be proud to be part of an essential team where you can truly contribute, grow, and belong. Please visit us online at www.cgb.com/careers to learn more.",N/A
