NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
Prestige NY,1 to 50 Employees,"Deer Park, NY",Advertising & Marketing,4.5,4.7,4.7,4.2,4.7,4.4,4.7,See All 106 Reviews,"Founded 10 years ago, Prestige NY started as a small marketing vendor in coordination with nonprofit organizations. We quickly transformed into a world-recognized consulting firm with a large portfolio of clients ranging in all industries: cosmetics, sports and entertainment, nonprofit, telecommunications, clean energy, smart home technology, and home improvement sectors. We have the pleasure of developing and assisting in the expansion of 18 additional vendor locations across the US. Prestige NY is now not only a top local marketing vendor for our clients, but we have proudly become one of the top leading consulting firms in our region.","Mission: Prestige NY builds engagement that propels standard-shattering growth within the smart home technology, telecom, and home improvement sectors. Our technological innovation and progressive partnerships make us frontrunners in customer acquisition. We create and manage product campaigns that quickly deliver results for our clients."
AGI Atlanta,1 to 50 Employees,"Atlanta, GA",Advertising & Marketing,4.5,5.0,4.7,3.7,4.6,4.4,4.6,See All 135 Reviews,"AGI Atlanta works with a diverse portfolio of some of the largest corporations in the U.S. As a sales and marketing firm, we specialize in tailoring campaigns specifically to our clients needs. We serve as the face-to-face liaison between our clients and their target markets throughout the southeast.

We are about:

Innovative techniques:

Our specialized skill in face to face sales has positioned us a major player at the national level for our clients. With over 20 years of combined experience in direct marketing our organization generates 1 million in sales for our client on a weekly basis. Our goal is to be generating 1.5 million in revenue on a weekly basis by the end of 2013. This will allow for tremendous growth and management opportunities within the company.

Passionate people:

We strive to work with only the best of the best. We look for big picture thinkers who understand that success does not come without hard work first.

Find out more by visiting: www.agiatlanta.com","Mission: As a leader in outsourced sales, AGI Atlanta's clients represent some of the world’s most recognized brands in telecommunications, cable, the internet, office products, merchant services, energy, and retail. We work with our clients in order to increase their profits and market share within the United States."
Breakthrough Collaborative,1 to 50 Employees,"San Francisco, CA",Social Assistance,4.4,4.3,4.5,3.0,4.4,3.0,3.8,See All 168 Reviews,"Breakthrough Silicon Valley’s transformative two-pronged program launches talented but underserved middle school students on the path to college, while at the same time inspiring high school and college students to become educators, particularly in the communities that need the most help. Breakthrough Silicon Valley (BSV) stands out among the many efforts to improve educational outcomes for underserved students by deeply changing the lives of individuals and their communities. While ambitious in its goals, BSV works: a stunning 96% of BSV graduates are attending four-year colleges and 78% of BSV teaching fellows have entered careers in education.",N/A
Girls Who Code,1 to 50 Employees,"New York, NY",Education Training Services,4.4,4.4,4.4,4.2,4.4,3.7,3.7,See All 157 Reviews,"Girls Who Code is a national non-profit organization working to close the gender gap in technology. Through its free Summer Immersion Program and Girls Who Code Clubs, the organization is leading the movement to inspire, educate, and equip young women to pursue 21st century opportunities. Girls Who Code is on track to reach 40,000 girls by the end of 2016 with 78 Summer Immersion Programs in 11 cities and 1500 Clubs in all 50 states. Additional information is available at www.girlswhocode.com.

Girls Who Code has offices in New York and San Francisco.",N/A
Club Z! Tutoring,1 to 50 Employees,"Long Beach, NY",K-12 Education,4.4,4.7,4.2,4.6,4.4,4.3,4.2,See All 163 Reviews,"We are an academic solutions provider offering a customized learning program for each and every student. We have learning programs to fit any family’s needs and preferences – whether it’s in-home, on school campus, at the library in a small group, or even online!

Our tutors are thoroughly screened and background checked prior to hiring. Through our proprietary “Z Tutor Match” system, we go to great lengths to match them with students based on personality, learning preferences, and academic strengths and weaknesses. And with our “Z Guarantee” you get the right tutor every time, guaranteed!

Our programs provide results! Whether it’s our K-12 academic assistance programs, our proven SAT/ACT prep programs, or one of our other proprietary curriculum programs like Learning Built to Last study skills and Pre-K readiness, our students see growth in a matter of weeks! In fact, our average student improves 2 full letter grades in just 60 days with Club Z!",N/A
UC Merced,1 to 50 Employees,"Merced, CA",Colleges & Universities,4.3,4.3,4.0,3.7,3.7,3.9,3.9,See All 294 Reviews,"The University of California at Merced is four-year educational institution in the Golden State. Opened in 2005, the tenth campus in the UC system was built on some 7,000 San Joaquin Valley acres donated by the Virginia Smith Trust, funded by a grant of nearly $12 million from The David and Lucile Packard Foundation. The school's inaugural class included about 1,000 students. In 2009 UC Merced had some 3,400 mostly undergraduate students (about 7% are graduate students). Primarily a research school, UC Merced offers degree programs in such areas as engineering, biology, computer science, history, and environmental systems, among others.",N/A
"Student Painters, LLC",1 to 50 Employees,"Shelby Township, MI",General Repair & Maintenance,4.3,1.0,4.5,3.9,4.5,4.2,4.6,See All 285 Reviews,"STUDENT PAINTERS, originating in Ontario, Canada, made its way to the United States in 1987 with one mission: to give a new and unique professional experience for college students. Our focus lies with ensuring high quality painting services to customers through the means of training and developing college students into young entrepreneurs.

We develop students into business professionals and in the process, prepare students not only for the fast changing environment of life after college, but for exciting career paths within our company as well. Our company is uniquely set up to train students to make decisions, handle change and deal with pressing issues in a real world business environment in order to be successful. Backed by years of success, Student Painters is all about immersing our students into our winning culture and creating successful entrepreneurs.","Mission: We believe in providing endless opportunities, training, and support to our managers. We pride ourselves on influencing lives while maintaining a high level of expectations from our employees. Our employees are held to certain standards including: job quality, customer service, and management."
Crosstown Solutions,1 to 50 Employees,"Brooklyn, NY",Advertising & Marketing,4.3,4.2,4.5,3.7,4.4,4.2,4.4,See All 89 Reviews,"Crosstown Solutions can extend sales reach to practically any region of the globe – quickly and with dramatic results. Utilizing an outside sales force for new customer acquisition, expanded product sales and client-retention campaigns for customers. Crosstown Solutions’ personal approach to marketing creates the most direct link between our clients and their potential or existing customers. Our representatives are trained to interact with customers in a friendly, courteous, and professional manner while responding to their questions or concerns. Unlike direct mail or telemarketing, our representatives will develop a rapport with a prospective customer and address their specific needs with the advantage of visual demonstrations and product samples",N/A
Attack! Marketing & Promotions,1 to 50 Employees,"San Francisco, CA",Advertising & Marketing,4.3,3.8,4.3,4.3,4.3,4.3,4.3,See All 240 Reviews,"Attack! is a field & experiential marketing agency connection clients with their core consumers nationally through events, mobile tours, and retail demos. We focus on performance and combine our efforts with robust reporting & analytical capabilities in order to achieve more, perform better and win for our clients.",N/A
AGC Partners,1 to 50 Employees,"Boston, MA",Investment Banking & Asset Management,4.3,3.4,4.3,3.4,4.4,4.2,4.6,See All 165 Reviews,"AGC Partners has just finished its 17th year of business with record revenues, profits, and deals closed - 35. We have built the leading global tech boutique focused on the mid- and micro-cap M&A and growth financing markets. We are the SaaS deal leader with 100 closed deals and close to 400 total completed transactions. AGC Partners has built a high-powered team of tech banking specialists with 20 partners across 10 offices, including London, New York, Boston, and San Francisco. For more information on AGC Partners, visit www.agcpartners.com.","Mission: From its commitment to global leadership in boutique technology banking, to its affinity for entrepreneurial achievement, AGC Partners is a company that exemplifies high creative energy and competitive drive. Our continued passion is to discover and work with exciting entrepreneurs and growth companies, helping them to achieve their lifelong work and corporate vision."
Whitepages,1 to 50 Employees,"Seattle, WA",Internet,4.3,N/A,4.4,4.4,4.2,4.3,4.1,See All 146 Reviews,"Whitepages® founded in 1997, helps individuals and small businesses contact, vet and verify people in their worlds. Each month, more than 35 million people use Whitepages identity data to get in touch with extended friends and family, confirm identities and research backgrounds. Small businesses use Whitepages to prevent fraud, contact customers and evaluate business opportunities.","Mission: Our mission is to deliver products that help consumers and small businesses find, vet and verify people in their world. We believe in transparency, authenticity and using Data for Good. There are 10 beliefs that define our Data for Good Mission.

We Believe.....

1. In the power of data and the good it plays in our online world.
2. In providing data to help people find lost pets, send cards, feel safe, make informed decisions and grow businesses.
3. In the side hustle and in offering enterprise-level data to small business owners.
4. That public information should be accessible.
5. In the product we offer and presenting it quickly, simply and effectively.
6. Our company should reflect the diversity of our users.
7. Individuals have a responsibility to research and understand how data exists in the world.
8. It is our responsibility to keep our users’ information secure and be transparent about its use.
9. The benefits of participating online outweigh the risks.
10. An individual’s safety is paramount and we provide resources to help."
StudySoup,1 to 50 Employees,"San Francisco, CA",Colleges & Universities,4.3,4.6,4.0,4.4,3.8,3.9,3.9,See All 313 Reviews,"We launched the StudySoup peer-to-peer learning marketplace in 2014. When we were in school, we found that success in the classroom can be a pretty ambiguous thing. Every class has hundreds of hours of lectures and dozens of readings. Come midterm time, most students are overwhelmed and really have no idea what they should be studying for. But without fail, there are always a few top students in the class who know exactly what it takes to be successful. We decided those top students can help their peers, and make money, by posting their best study materials to StudySoup.

At the end of the day, learning from your peers is the best way to learn, because after all, who understands your questions better than someone else in the class?

Join us on our journey to connect students around the world and create a better learning experience for all!",N/A
Alpha-Net Consulting Group,1 to 50 Employees,"Torrance, CA",Consulting,4.3,2.0,3.4,2.8,2.5,3.3,2.9,See All 4 Reviews,N/A,N/A
Imetris,1 to 50 Employees,"Ann Arbor, MI","Health, Beauty, & Fitness",4.2,N/A,4.6,4.2,4.8,4.0,4.4,See All 8 Reviews,"We are a global company, that specializes in Information Technology based services and Staffing. Imetris Corporation has, more than a decade of experience in providing IT services and deploying technical professionals for Global projects throughout North America, Europe, and Asia.",N/A
The Little Gym,1 to 50 Employees,"Scottsdale, AZ","Health, Beauty, & Fitness",4.2,4.6,4.5,4.2,3.8,3.0,3.6,See All 248 Reviews,"With more than 400 locations in over 30 countries, The Little Gym is the worldʼs premier children’s enrichment and physical development franchise for kids ages four months through 12 years. For over 40 years, our trained instructors have nurtured happy, confident kids through a range of programs including parent/child classes, gymnastics, karate, dance and sports skills development, plus enjoyable extras like camps, Parentsʼ Survival Nights and Awesome Birthday Bashes. Each week, progressively structured classes and a positive learning environment create opportunities for children to try new things and build self-confidence, all with a grin that stretches from ear to ear.","Mission: The Little Gym prepares kids – and kids at heart – for life’s adventures. We promote growth in individuals, families and our communities by serving as a trusted partner on the journey of developing well-rounded, confident kids. Our mission is serious, but our method is undeniably fun."
Action Behavior Centers - ABA Therapy for Autism,Unknown,"Austin, TX",Health Care Services & Hospitals,4.2,4.7,4.3,4.3,4.1,4.3,4.2,See All 152 Reviews,"Action Behavior Centers - ABA Therapy for Autism was founded in Austin, Texas to provide ABA therapy for children on the Autism Spectrum.

From our initial assessment to treatment plan development to one-on-one therapy and parent training, we strive to be the best at what we do. Each of our therapists have been hand-selected and value the opportunity to do important work. We offer everyone a full-time salary and benefits, which leads to loyal, committed staff that can make being an ABA therapist into a career.

Our clinical leadership is composed of true experts in the field of ABA therapy. Our Board Certified Behavior Analysts (BCBAs) are extraordinarily talented behavior therapists whose life work is helping children on the Autism Spectrum to live rich, happy lives.",N/A
CAM Partners International,1 to 50 Employees,"Dallas, TX",Social Assistance,4.1,4.8,4.3,3.6,4.1,3.7,4.0,See All 140 Reviews,CAM Partners is a direct marketing and fundraising firm dedicated to securing donations that help fund programs that fight poverty and educate children around the world. We represent some of the largest non-profit organizations and charities worldwide. Our unique and innovative approach to marketing our clients’ services has afforded us explosive growth within a highly competitive industry.,N/A
Other,1 to 50 Employees,"London, United Kingdom",Social Assistance,4.1,3.7,3.7,3.6,3.6,3.7,3.7,See All 459 Reviews,"other is the agency of the untrodden path.

We’re here to change the rules of marketing communication whether by pioneering new possibilities in digital media or rediscovering what worked in the past.

Choose us and you’ve ticked the box on the form for the answer that wasn’t anticipated. We’re not different for the sake of difference, but to give you real value: something you couldn’t have achieved on your own. By providing you with something that stands out from everyday thinking, we ensure that you achieve impact and hit your targets.",N/A
McAdam,1 to 50 Employees,"Philadelphia, PA",Investment Banking & Asset Management,4.1,4.1,4.3,4.2,4.1,3.1,4.1,See All 270 Reviews,"At McAdam, we’ve completely reinvented the concept of financial advice to take our clients and their future to a whole new level. Unlike most advisors, we go beyond the traditional focus on personal and financial life. We also consider an additional, more important driver of a client's financial picture— profession. Years of research and experience have taught us that what a client does, where they do it and how they do it — has the greatest influence on their finances and future. That’s why we’ve designed it as the core foundation of our proven Advanced Advisory Model™.

As an independent advisory firm associated with Charles Schwab and Purshe Kaplan Sterling, our clients have access to a wide-range of services, products and strategies, including:
• Financial Planning
• Wealth Management
• Advanced Tax and Insurance Strategies
• Business Owner Services

Securities offered through Purshe Kaplan Sterling Investments, Member FINRA/SIPC","Mission: At McAdam Financial we believe that we have completely reinvented the concept of financial advice to help take you and your future to a whole new level. Unlike most advisors, McAdam Financial strives to go beyond the traditional focus on your personal and financial life. We also consider an additional, more important driver of your financial picture—your profession."
Arc Worldwide,1 to 50 Employees,"San Francisco, CA",Advertising & Marketing,4.1,4.0,4.2,3.2,3.6,3.7,3.6,See All 103 Reviews,"This firm wants to help your brand have a successful story arc. Arc Worldwide offers a variety of marketing services to such big clients as Procter & Gamble, United Airlines, and McDonald's. It develops and manages direct marketing and promotional campaigns as well as point-of-sale marketing efforts. It also offers website development, creative interactive development, and other multimedia marketing services. Arc operates through more than 40 offices located around the world. It is a unit of Leo Burnett, a global ad agency of French conglomerate Publicis. Arc works closely with Leo Burnett, integrating its own direct marketing capabilities with its parent agency's extensive advertising network.",N/A
Arc Worldwide,1 to 50 Employees,"San Francisco, CA",Advertising & Marketing,4.1,4.0,4.2,3.2,3.6,3.7,3.6,See All 103 Reviews,"This firm wants to help your brand have a successful story arc. Arc Worldwide offers a variety of marketing services to such big clients as Procter & Gamble, United Airlines, and McDonald's. It develops and manages direct marketing and promotional campaigns as well as point-of-sale marketing efforts. It also offers website development, creative interactive development, and other multimedia marketing services. Arc operates through more than 40 offices located around the world. It is a unit of Leo Burnett, a global ad agency of French conglomerate Publicis. Arc works closely with Leo Burnett, integrating its own direct marketing capabilities with its parent agency's extensive advertising network.",N/A
Tutor Doctor,1 to 50 Employees,"Toronto, Canada",Education Training Services,4.0,3.9,3.8,4.2,3.6,3.2,3.3,See All 473 Reviews,"Our in-home tutoring service evaluates every student closely to identify their needs and to track their progress. We understand that no two students are the same and that education should be customised – not standardised. Everyone learns with different styles and at their own pace. That is why we offer specialised tutoring to address all our clients’ needs.

At Tutor Doctor, we’re with families every step of the way. We assess our students’ needs during a free consultation. Then we match them with a compatible tutor. From there, the tutor tailors a programme to maximise the student’s improvement.",N/A
BlackRock Capital Investment,1 to 50 Employees,"New York, NY",Investment Banking & Asset Management,4.0,3.0,3.0,2.6,3.2,3.4,3.0,See All 8 Reviews,"BlackRock Kelso comes from a stellar lineage. The investment firm was formed, of course, by investment management giant BlackRock and private equity firm Kelso & Company. BlackRock Kelso invests in middle-market companies with revenues between $50 million and $1 billion. It has a current investment portfolio of about 50 companies with a total value of more than $850 million; its investments come from a variety of industries and include American Safety Razor, DynaVox, and MedQuist. Since its founding, the firm has completed about 115 investments and provided more than $2 billion in capital. The Virginia Retirement System is its largest shareholder, owning one-third of the company's stock.",N/A
Optima Global Solutions,1 to 50 Employees,"Lawrenceville, NJ",IT Services,3.9,N/A,4.2,4.4,3.5,3.1,3.6,See All 11 Reviews,"We specialize in Digital Transformation Solutions utilizing Business Process Automation (Kofax’ TotalAgility), Robotic Process Automation (Kofax’ Kapow) & BioMetric Identity Authentication technologies. This enables our customer’s to achieve improved operational efficiencies, cost reduction, as well as creating innovative & engaging user experiences. Our core service offerings include; Automation: We are a perennial Platinum Partner with Kofax, a leader in BPA & RPA, & have built award-winning Financial Process & Business Process Automation Solutions exclusively on their Kofax TotalAgility platform. Innovation: We are Premier Partner with Authentic ID, We leverage their platform to deliver real-time Facial Recognition Solutions for customer on-boarding, fraud detection, etc. Consultation: We have a strong pool of talent on Cloud Computing, Mobile, UI/UX, & other emerging technologies that we can deploy at short notice on-site at clients looking to augment their internal teams.",N/A
Top Notch Consultants,1 to 50 Employees,"Charlotte, NC",Advertising & Marketing,3.9,N/A,4.0,3.6,4.0,4.0,4.1,See All 99 Reviews,"Top Notch Consultants is focused on connecting with consumers through growth-driven customer acquisition solutions. As a premier consulting and marketing services firm, we use rich data analysis to optimize our promotions. By creating more personal buyer interactions, we maximize results.","Mission: At Top Notch Consultants, we’re driven by customer satisfaction. We use cutting-edge promotional tools that introduce consumers to services that enhance their lives. We combine our experience with fresh perspectives to create each new campaign. This allows us to offer brands a competitive advantage in the marketplace."
Jet's Pizza,1 to 50 Employees,"Sterling Heights, MI",Fast-Food & Quick-Service Restaurants,3.9,3.6,3.4,3.3,3.2,2.9,2.9,See All 362 Reviews,"This restaurant company takes flight with pepperoni power. Jet's America is the franchisor of Jet's Pizza, a chain with about 190 locations in a dozen states, mostly in Michigan. The pizzerias offer a variety of traditional and specialty pizzas, as well as sub-style sandwiches, salads, chicken wings, and other side dishes. Most locations provide dine-in seating, as well as delivery and carry-out service. Brothers Eugene and John Jetts started the quick-service company in 1978 and began franchising in the early 1990s.",N/A
BG Multifamily,1 to 50 Employees,"Plano, TX",Staffing & Outsourcing,3.9,3.8,3.6,3.9,3.5,3.4,3.8,See All 179 Reviews,"BG Multifamily, Powered by BGSF, is always seeking innovative and improved ways to provide you with the best talent in Multifamily. We look forward to connecting our knowledge and experience with your commitment to create a strong workforce for your organization. You can trust that we will find the right person for your company. Become our next successful client.

We have positions across the nation in all aspects of Multifamily for professionals looking to succeed. Become our next successful candidate.

Learn more: www.bgmultifamily.com",N/A
A&A Marketing Group,1 to 50 Employees,"Dallas, TX",Advertising & Marketing,3.9,4.0,4.4,4.0,4.3,4.1,4.5,See All 93 Reviews,"A&A Marketing Group is a privately owned direct marketing and sales company. Our founding partner started her marketing career in New York City and opened our first office in Washington, DC. Since then, A&A has begun to steadily increase our market share by delivering unparalleled results for our clients. A&A develops management teams, trained from the entry-level, to lead clients into new markets, cities, and countries. We only believe in organic growth and all five of our managing partners once held an entry level position in our company.",N/A
