NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
W. L. Gore & Associates,10000+ Employees,"Newark, DE",Industrial Manufacturing,4.2,4.1,4.3,4.3,3.6,3.8,3.6,See All 818 Reviews,"Founders Bill and Vieve Gore started W. L. Gore & Associates in the basement of their home in 1958. The company initially served the electronic products market. Gore has achieved long-term success at translating dreams into tangible, valuable realities for customers and communities around the world.

The 1969 discovery by Bill and Vieve's son, Bob Gore, of a remarkably versatile new polymer led the enterprise into myriad new applications in medical, fabric, pharmaceutical and biotechnology, oil and gas, aerospace, automotive, mobile electronics, music and semiconductor industries. As the company that invented this new polymer, expanded polytetrafluoroethylene (or ePTFE), and introduced it in the marketplace, Gore is committed to remaining a leader in fluoropolymers.

The depth of Gore’s technical know-how has contributed to a wide range of processes and creative, reliable technologies that continue to solve problems and change outcomes for people around the world.",N/A
St. Elizabeth Healthcare,5001 to 10000 Employees,"Edgewood, KY",Health Care Services & Hospitals,4.2,4.2,4.2,4.1,3.9,4.0,4.1,See All 208 Reviews,"St. Elizabeth Healthcare is one of the oldest, largest and most respected medical providers in the Greater Cincinnati region. For more than 155 years, St. Elizabeth has been the heart and soul of healthcare in Northern Kentucky. Founded with one small hospital in 1861, St. Elizabeth Healthcare now operates five facilities throughout Northern Kentucky and more than 115 primary care and specialty office locations in Kentucky, Indiana and Ohio. St. Elizabeth is sponsored by the Diocese of Covington and is a member of the Mayo Clinic Care Network. St. Elizabeth is a mission-based organization committed to improving the health of the communities it serves, providing more than $117 million in uncompensated care and benefit to the community in 2017.","Mission: Our mission is to provide comprehensive and compassionate care that improves the health of the people we serve. We accomplish this through state-of the-art technology and our dedicated associates, led by a well-respected board and executive leadership team who love this organization and our community."
Infineon Technologies,10000+ Employees,"Neubiberg, Germany",Electrical & Electronic Manufacturing,4.2,4.0,4.1,4.0,3.7,3.8,3.7,"See All 1,458 Reviews","Infineon Technologies focuses on the three central challenges facing modern society: Energy Efficiency, Mobility and Security and offers semiconductors and system solutions for automotive and industrial electronics and chip card and security applications.
Infineon’s products stand out for their reliability, their quality excellence and their innovative and leading-edge technology in analog and mixed signal, RF and power as well as embedded control.

With a global presence, Infineon operates through its subsidiaries in the USA from Milpitas, California, in the Asia-Pacific region from Singapore, and in Japan from Tokyo.",N/A
University of Northern Iowa,1001 to 5000 Employees,"Cedar Falls, IA",Colleges & Universities,4.2,2.8,3.6,3.8,3.0,3.5,3.3,See All 115 Reviews,"University of Northern Iowa (UNI) offers more than 120 undergraduate majors and about a dozen graduate and doctoral degree programs to some 13,000 students (about 90% of which are Iowa residents). The school is comprised of five undergraduate colleges (business administration, education, humanities and fine arts, natural sciences, and social and behavioral sciences) and one graduate college consisting of about 40 academic departments. UNI was founded as Iowa State Normal School in 1876. Notable alumni include US Senator Charles Grassley and NFL quarterback Kurt Warner.",N/A
"Wyeth
Acquired by Pfizer",10000+ Employees,"Madison, NJ",Biotech & Pharmaceuticals,4.2,2.0,4.2,3.8,3.7,4.2,3.4,See All 236 Reviews,"Wyeth is wise in the ways of health care. Operating in three segments, the company's largest unit is its Pharmaceuticals business, which sells antidepressant Effexor, arthritis drug Enbrel (with partner Amgen), and vaccine Prevnar, as well as anti-infectives, nutrition and women's health products, gastroenterology drugs, and treatments for hemophilia and cardiovascular conditions. Its Consumer Healthcare unit produces such familiar over-the-counter brands as Advil, Centrum, Robitussin, and ChapStick. Subsidiary Fort Dodge Animal Health makes products for livestock and pets, including vaccines and parasite control products. Wyeth has agreed to be acquired by top drugmaker Pfizer for $68 billion.",N/A
Highmark Residential,1001 to 5000 Employees,"Dallas, TX",Real Estate,4.2,4.1,4.2,4.0,4.1,3.9,3.9,See All 175 Reviews,N/A,N/A
Globant,10000+ Employees,"Buenos Aires, Argentina",IT Services,4.2,4.7,4.4,4.3,4.0,3.7,4.1,"See All 2,222 Reviews","We are a digitally native company where innovation, design and engineering meet scale. We use the latest technologies in the digital and cognitive field to transform organizations in every aspect.

We have more than 12,500 employees and we are present in 16 countries working for companies like Google, Rockwell Automation, Electronic Arts and Santander, among others. We were named a Worldwide Leader of Digital Strategy Consulting Services by IDC MarketScape report. We were also featured as a business case study at Harvard, MIT, and Stanford.",N/A
Virginia Beach CIty Public Schools,10000+ Employees,"Virginia Beach, VA",K-12 Education,4.2,4.0,3.8,3.4,3.3,3.2,3.7,See All 168 Reviews,"With nearly 70,000 students and over 10,000 employees, Virginia Beach City Public Schools continues to be a highly successful, diverse school district and employer of choice.

The City of Virginia Beach, located on the shores of the Atlantic Ocean and the Chesapeake Bay, frequently makes the ""best places"" lists in a number of publications. Articles frequently cite its high performing schools, low crime rate and mild climate as reasons why the area is considered such a desirable place to live.

Known as a vacation destination because of its 22 miles of public beaches, Virginia Beach is also a great place to live, work and play.",N/A
Emser Tile,1001 to 5000 Employees,"Los Angeles, CA",Consumer Products Manufacturing,4.2,4.5,4.3,3.8,4.1,4.3,4.3,See All 253 Reviews,"Emser Tile is the leading designer, marketer and producer of the world's finest tile and natural stone that help dealers, homebuilders, commercial builders, contractors, architects, and designers exceed their customers’ expectations while keeping projects on schedule and within budget.

With 77 locations nationwide, plus 4 state-of-the-art distribution centers and over 3 million square feet of warehouse space, our experienced associates assist with the entire process from materials specification and selection through scheduling and delivery.",N/A
"Booz & Company
Acquired by Strategy&",1001 to 5000 Employees,"New York, NY",Consulting,4.2,3.6,3.5,3.1,3.3,4.1,3.9,See All 374 Reviews,"Strategy& was formed on March 31, 2014, when the firm formerly known as Booz & Company combined with PwC to form a new kind of consulting firm, offering strategy-through-execution services under one roof. Together we bring more than 250 years of experience helping global clients solve their toughest problems.",N/A
Google,10000+ Employees,"Mountain View, CA",Internet,4.5,4.4,4.4,4.3,4.1,4.5,4.3,"See All 18,368 Reviews","Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards.

Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit careers.google.com.",N/A
Microsoft,10000+ Employees,"Redmond, WA",Computer Hardware & Software,4.4,4.4,4.3,4.1,4.0,4.1,4.1,"See All 29,391 Reviews","Our drive to change the world unites us!

Microsoft is the ideal place for people who have passion for their work and the desire to make an impact—in their careers, in the community and on the world. Microsoft is a unique company; and not just within the tech industry. Here, smart people thrive on their own terms and push their intelligence to its limit. The variety of job opportunities and career advancement at Microsoft is incredible and empowers you to constantly challenge yourself and chart your own course.",N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,4.3,4.4,4.3,3.7,3.7,4.3,3.8,"See All 20,848 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,4.2,4.2,4.0,3.3,3.4,4.3,4.2,"See All 16,599 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,4.2,4.3,4.3,4.2,3.8,4.1,3.9,"See All 21,804 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,4.1,4.2,4.1,4.1,3.6,4.2,3.7,"See All 9,223 Reviews","Money influences everyone in some way, shape or form. At Capital One UK, it is our common purpose to ensure this influence is a positive one on our customers' lives.

We are an information based lending company, founded on the belief that technology and information could transform the industry. Still led by our founder with that vision, we are a successful global bank and one of the UK's top credit card providers supporting millions of customers. We continue to transform at pace and work at the forefront to bring the best to our customers and help them succeed.

Our transformation from financial services company to tech-led business makes us a pretty special place to work. We draw on the latest tech to achieve our purpose. We think it’s good to share too – be it collaborating on projects, expertise, insights or opinions. So we value everyone that works for us.

Our team is relaxed, flexible and full of smart, driven people with heart who are working together to develop the next big things.",N/A
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,4.1,3.9,3.8,3.4,3.6,4.1,4.0,"See All 6,803 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,4.1,4.4,4.1,4.0,3.5,4.0,3.9,"See All 17,700 Reviews",N/A,N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,4.0,4.3,4.0,3.8,3.5,4.0,3.8,"See All 26,090 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
Accenture,10000+ Employees,"Dublin, Ireland",Consulting,4.0,4.2,3.9,3.4,3.5,3.9,3.9,"See All 73,974 Reviews","Growing customer expectations. Market-Shaping AI. Self-Optimizing systems. The post-digital age shows no signs of slow down, and the need for the new ideas powered by intelligent technologies has never been greater.

A vision for the future can’t be realized without know-how. Accenture partners with our clients drive real innovation – the kind that turns an idea into an industry – helping them transform and grow their organizations. Learn how we work with companies from all industries across the globe to create the New, now.",N/A
Bacardi,5001 to 10000 Employees,"Hamilton, Bermuda",Food & Beverage Manufacturing,4.2,4.2,4.3,3.7,3.8,4.1,3.8,See All 461 Reviews,"Bacardi Limited is built on the enduring legacy of a family.

Ours is a vibrant, family-owned spirits company, nurtured by seven generations of the Bacardi family. We are the largest, privately held spirits company.

Bacardi was founded in 1862 in Santiago de Cuba, when Don Facundo Bacardí Massó revolutionized the spirits world by creating the world’s first light-bodied rum.

His fearless, bold and entrepreneurial spirit lives on in Bacardi today.

What started as a dream to craft a refined rum is now an impressive portfolio of more than 200 of the world’s best loved premium brands including BACARDI® rum, GREY GOOSE® vodka, PATRÓN® tequila, MARTINI® vermouth and sparkling wines, DEWAR’S® Blended Scotch whisky, BOMBAY SAPPHIRE® gin, CAZADORES blue agave tequila, WILLIAM LAWSON’S® whisky, ERISTOFF® vodka and many others.

Today we are an extended family of more than 7,000 employees (affectionately known as “Primos” - Spanish for cousins), selling our brands in more than 170 countries.",N/A
Centers for Medicare & Medicaid Services,5001 to 10000 Employees,"Baltimore, MD",Federal Agencies,4.2,3.7,3.7,4.1,3.5,4.2,3.8,See All 173 Reviews,"The Centers for Medicare & Medicaid Services (CMS) is the largest purchaser of health care in the world, responsible for Medicare, Medicaid, the Children’s Health Insurance Program (CHIP) and the federal Health Insurance Exchanges. With the second largest budget in the federal government, CMS touches the lives of nearly 145 million people, including senior citizens, families, people with limited incomes, and people with disabilities. CMS works in partnership with the entire health care community and provides leadership in the broader health care marketplace. Our effectiveness depends on the capable, dedicated, professional staff who support our objectives.",N/A
USANA Health Sciences,1001 to 5000 Employees,"Salt Lake City, UT",Biotech & Pharmaceuticals,4.2,4.7,4.3,4.2,3.8,4.5,4.0,See All 211 Reviews,"We've been around a while. We've done some amazing things. We've climbed to the top of the nutritional supplement industry, touching millions of lives along the way. USANA Health Sciences is a U.S.-based company that manufactures high-quality supplements, personal care, energy, and weight-management products in our FDA-registered facility in Salt Lake City, Utah.

Learn more about USANA (http://www.USANA.com) and the USANA True Health Foundation (http://www.usanafoundation.org)",N/A
U.S. Food and Drug Administration,10000+ Employees,"Silver Spring, MD",Federal Agencies,4.2,4.4,4.0,4.5,3.6,4.0,3.9,See All 667 Reviews,"The U.S. Food and Drug Administration oversees the regulation of food (except meat and poultry), human and animal drugs, biological products (blood, vaccines, and transplant tissues), radiation-emitting consumer and professional medical equipment, cosmetics, tobacco products, and animal feed. Part of the Department of Health and Human Services, the FDA's jurisdiction covers the 50 states, the District of Columbia, and US possessions. Its operating budget is around $4 billion, more than $1.3 billion of which goes to food safety including protecting America's food supply at home and abroad. The FDA was founded in 1862 as the Division of Chemistry (with only one staff member); it became the FDA in 1930.",N/A
The Blackstone Group,1001 to 5000 Employees,"New York, NY",Investment Banking & Asset Management,4.2,3.9,3.9,3.2,3.7,3.9,4.1,See All 332 Reviews,"Blackstone is one of the world’s leading investment firms. We seek to create positive economic impact and long-term value for our investors, the companies we invest in, and the communities in which we work. We do this by using extraordinary people and flexible capital to help companies solve problems. Our asset management businesses, with over $360 billion in assets under management, include investment vehicles focused on private equity, real estate, public debt and equity, non-investment grade credit, real assets and secondary funds, all on a global basis. Further information is available at www.blackstone.com. Follow Blackstone on Twitter @Blackstone.","Mission: Our investments are designed to preserve and grow our limited partners’ capital, provide financial security for millions of retirees, sovereign wealth funds, and other institutional and individual investors, and contribute to overall economic growth.
The firm was founded in 1985 by Stephen A. Schwarzman, our Chairman and Chief Executive Officer, and Peter G. Peterson, who retired as Senior Chairman in 2008. Thirty years later, we are a firm of more than 2,200 employees in more than 20 offices worldwide. Our portfolio companies employ more than 560,000 people across the globe."
Driscoll’s,1001 to 5000 Employees,"Watsonville, CA",Food Production,4.2,3.6,4.2,3.8,3.4,4.0,3.5,See All 190 Reviews,"Driscoll’s is the global market leader for fresh strawberries, blueberries, raspberries and blackberries. With more than 100 years of farming heritage and hundreds of independent growers around the world, Driscoll’s is passionate about growing great tasting berries.

Driscoll’s exclusive patented berry varieties are developed through years of research using only natural breeding methods – that means no GMOs. A dedicated team of agronomists, breeders, sensory analysts, plant pathologists and entomologists help grow baby seedlings that are then grown on family farms. Our independent berry growers then work with Mother Nature, using experience and know-how to get the very best out of each strawberry, blueberry, blackberry and raspberry plant.

Driscoll’s is serious about yummy berries! Driscoll’s is the trusted brand for Only the Finest Berries ™.",N/A
Upstate Medical University,1001 to 5000 Employees,"Syracuse, NY",Health Care Services & Hospitals,4.2,4.5,4.0,3.6,3.4,4.1,4.2,See All 208 Reviews,"SUNY Upstate Medical University provides educational and medical services in Syracuse and surrounding Upstate New York areas. The medical campus features the University Hospital, a 700-bed, two-campus teaching and research hospital with numerous specialty departments and clinics, including Level I trauma, burn care, cancer treatment, AIDS care, diabetes treatment, neurosurgery, and pediatric centers. It also conducts community health outreach programs. As part of the State University of New York (SUNY), the medical complex also comprises four professional colleges (Medicine, Nursing, Health Professions, and Graduate Studies), an extensive Health Sciences Library, and clinical research facilities.",N/A
Centers for Medicare & Medicaid Services,5001 to 10000 Employees,"Baltimore, MD",Federal Agencies,4.2,3.7,3.7,4.1,3.5,4.2,3.8,See All 173 Reviews,"The Centers for Medicare & Medicaid Services (CMS) is the largest purchaser of health care in the world, responsible for Medicare, Medicaid, the Children’s Health Insurance Program (CHIP) and the federal Health Insurance Exchanges. With the second largest budget in the federal government, CMS touches the lives of nearly 145 million people, including senior citizens, families, people with limited incomes, and people with disabilities. CMS works in partnership with the entire health care community and provides leadership in the broader health care marketplace. Our effectiveness depends on the capable, dedicated, professional staff who support our objectives.",N/A
USANA Health Sciences,1001 to 5000 Employees,"Salt Lake City, UT",Biotech & Pharmaceuticals,4.2,4.7,4.3,4.2,3.8,4.5,4.0,See All 211 Reviews,"We've been around a while. We've done some amazing things. We've climbed to the top of the nutritional supplement industry, touching millions of lives along the way. USANA Health Sciences is a U.S.-based company that manufactures high-quality supplements, personal care, energy, and weight-management products in our FDA-registered facility in Salt Lake City, Utah.

Learn more about USANA (http://www.USANA.com) and the USANA True Health Foundation (http://www.usanafoundation.org)",N/A
Upstate Medical University,1001 to 5000 Employees,"Syracuse, NY",Health Care Services & Hospitals,4.2,4.5,4.0,3.6,3.4,4.1,4.2,See All 208 Reviews,"SUNY Upstate Medical University provides educational and medical services in Syracuse and surrounding Upstate New York areas. The medical campus features the University Hospital, a 700-bed, two-campus teaching and research hospital with numerous specialty departments and clinics, including Level I trauma, burn care, cancer treatment, AIDS care, diabetes treatment, neurosurgery, and pediatric centers. It also conducts community health outreach programs. As part of the State University of New York (SUNY), the medical complex also comprises four professional colleges (Medicine, Nursing, Health Professions, and Graduate Studies), an extensive Health Sciences Library, and clinical research facilities.",N/A
Frost Bank,1001 to 5000 Employees,"San Antonio, TX",Banks & Credit Unions,4.2,3.7,4.3,4.2,3.5,3.8,3.4,See All 363 Reviews,"Frost Bank is a community oriented bank offering commercial and consumer banking services, trust and investment management services, mutual funds, insurance, capital markets and brokerage services, and international banking. Frost Bank is the primary subsidiary of Cullen/Frost Bankers, Inc., which also includes Frost Insurance Agency, Frost Brokerage Services, Frost Investment Advisors, and Frost Investment Services. Cullen/Frost Bankers, Inc. (CFR) is a publicly traded company on the NYSE.

We were founded in 1868 as a mercantile partnership in San Antonio by Thomas Claiborne Frost. Over the years, we have grown both organically and through acquisitions of other banks, which has made us one of the largest banks in Texas and in the top 60 largest banks in the United States.

At Frost, we believe in making people's lives better — a goal that starts with our employees. That's why we work to ensure every career at Frost is a fulfilling one, with competitive compensation, generous benefits, and a healthy work-life balance. It's earned us a spot on Forbes magazine's list of America’s Best Employers by State.",N/A
Bacardi,5001 to 10000 Employees,"Hamilton, Bermuda",Food & Beverage Manufacturing,4.2,4.2,4.3,3.7,3.8,4.1,3.8,See All 461 Reviews,"Bacardi Limited is built on the enduring legacy of a family.

Ours is a vibrant, family-owned spirits company, nurtured by seven generations of the Bacardi family. We are the largest, privately held spirits company.

Bacardi was founded in 1862 in Santiago de Cuba, when Don Facundo Bacardí Massó revolutionized the spirits world by creating the world’s first light-bodied rum.

His fearless, bold and entrepreneurial spirit lives on in Bacardi today.

What started as a dream to craft a refined rum is now an impressive portfolio of more than 200 of the world’s best loved premium brands including BACARDI® rum, GREY GOOSE® vodka, PATRÓN® tequila, MARTINI® vermouth and sparkling wines, DEWAR’S® Blended Scotch whisky, BOMBAY SAPPHIRE® gin, CAZADORES blue agave tequila, WILLIAM LAWSON’S® whisky, ERISTOFF® vodka and many others.

Today we are an extended family of more than 7,000 employees (affectionately known as “Primos” - Spanish for cousins), selling our brands in more than 170 countries.",N/A
