NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
University of South Florida,10000+ Employees,"Tampa, FL",Colleges & Universities,4.3,4.3,4.1,4.0,3.7,3.5,3.8,"See All 1,181 Reviews","The University of South Florida is a high-impact, global research university dedicated to student success. USF is a Top 25 research university among public institutions nationwide in total research expenditures, according to the National Science Foundation. Serving over 48,000 students, the USF System has an annual budget of $1.6 billion and an annual economic impact of $4.4 billion. USF is a member of the American Athletic Conference.",N/A
Emory University,10000+ Employees,"Atlanta, GA",Colleges & Universities,4.3,4.1,4.0,3.8,3.7,3.7,3.8,"See All 1,450 Reviews","""Have a Coke and a smile"" means more to Emory University than it does to the rest of the world. The school, which has some 13,300 students and about 12,500 staff and faculty members, has a very low student-teacher ratio of about 7:1. It changed from Emory College to Emory University in 1915 thanks to a $1 million donation from Coca-Cola Company owner Asa Candler. The university offers undergraduate, graduate, and professional degrees in fields including medicine, theology, law, and business. Founded in 1836, the university also maintains research centers and partners with HCA to offer managed health care. Nearly 90% of Emory University's graduate students were pursuing a PhD in 2009-2010.",N/A
MD Anderson Cancer Center,10000+ Employees,"Houston, TX",Health Care Services & Hospitals,4.3,4.6,4.4,4.0,3.9,4.3,4.2,"See All 1,950 Reviews","The University of Texas MD Anderson Cancer Center in Houston ranks as one of the world's most respected centers focused on cancer patient care, research, education and prevention. The institution’s sole mission is to end cancer for patients and their families around the world. MD Anderson is one of only 49 comprehensive cancer centers designated by the National Cancer Institute (NCI). MD Anderson is ranked No.1 for cancer care in U.S. News & World Report’s “Best Hospitals” survey. It has ranked as one of the nation’s top two hospitals for cancer care since the survey began in 1990, and has ranked first 14 times in the last 17 years. MD Anderson receives a cancer center support grant from the NCI of the National Institutes of Health (P30 CA016672).","Mission: The mission of The University of Texas MD Anderson Cancer Center is to eliminate cancer in Texas, the nation, and the world through outstanding programs that integrate patient care, research and prevention, and through education for undergraduate and graduate students, trainees, professionals, employees and the public."
Fast Enterprises,1001 to 5000 Employees,"Centennial, CO",IT Services,4.3,4.0,4.4,3.6,4.3,4.8,3.8,See All 888 Reviews,"Fast Enterprises, LLC is an industry leader in the development and installation of software for government agencies. In 1998 we forever changed the way government revenue agencies support their business with the introduction of GenTax&reg;. This commercial off the shelf (COTS) solution has enabled many agencies to take advantage of package implementations, providing more cost efficient and fully functional software systems to our clients. We have expanded beyond tax and now do implementations for Motor Vehicle, Drivers License, Unemployment Insurance and Unemployment Benefit agencies.

Much of the work at FAST happens on our client sites as part of the product implementation. Individuals who understand the technical aspects of systems implementation as well as the business needs of our clients fill these positions. Employees participate in the full project life cycle from requirements gathering through production support.",N/A
University of Washington,10000+ Employees,"Seattle, WA",Colleges & Universities,4.3,4.2,4.1,4.0,3.8,3.7,3.9,"See All 3,335 Reviews","As one of the most innovative universities in the world, the University of Washington hires people who constantly seek new ways to advance the public good. Our more than 31,000 employees are driven to become a part of something greater than themselves by creating student access to excellent higher education, conducting ground-breaking research, offering life-saving patient care, and serving people in Washington and around the world.  A university committed to advancing inclusion and operating sustainably, the UW is consistently honored as a “Great College to Work For” and ranked #5 on Forbes’ “Best Employers in Washington” list.

The UW was founded in 1861 and provides world-renowned education to more than 54,000 students each year. We have schools and research programs on our Seattle, Bothell and Tacoma campuses, and offer cutting-edge medical care at our Montlake, Northwest and Harborview Medical Centers in Seattle, Valley Medical Center in Renton, and clinics throughout the region. The UW is the 5th largest employer in the state of Washington, sustaining one out of every 37 jobs, and has an economic impact exceeding $15 billion per year.",N/A
"Morrison Healthcare
Hiring Surge
Part of Compass Group USA",10000+ Employees,"Sandy Springs, GA",Catering & Food Service Contractors,4.3,4.1,4.4,4.0,4.2,4.1,4.4,"See All 2,363 Reviews","Morrison Healthcare is a leading national food and nutrition services company exclusively dedicated to serving more than 766 hospitals and healthcare systems. Morrison uses the Power of Food to create personalized dining experiences for patients and in their cafés to advance the healing and healthful missions of its clients. Morrison has been serving some of the nation’s largest health systems for more than 65 years and leverages culinary, nutritional, and operational expertise to provide consistency and transform the healthcare experience. Morrison has been recognized as one of Modern Healthcare’s Best Places to Work since 2012 and was named a Top 125 Training Organization by Training Magazine. Morrison is a Compass One Healthcare operating division within Compass Group and has more than 1,200 registered dietitians, 300 executive chefs, and 20,000 professional food service team members.",N/A
Mentor Graphics,5001 to 10000 Employees,"Wilsonville, OR",Computer Hardware & Software,4.3,4.3,4.3,4.3,3.8,3.9,3.8,"See All 1,038 Reviews","Mentor, a Siemens Business, is a leader in electronic design automation software. We enable companies to develop better electronic products faster and more cost-effectively. Our innovative products and solutions help engineers conquer design challenges in the increasingly complex worlds of board and chip design.",N/A
University of Colorado Boulder,10000+ Employees,"Boulder, CO",Colleges & Universities,4.3,3.8,4.3,4.2,3.8,3.6,3.8,"See All 1,246 Reviews","As one of only 34 U.S. public research institutions in the Association of American Universities (AAU), the University of Colorado Boulder is all about realizing the positive impacts of new knowledge.

From offering dozens of exciting programs in a range of academic fields, to serving as one of the world’s most dynamic research and innovation hubs, to working closely through hundreds of public outreach efforts with communities across Colorado and the world, we take pride in helping our students, faculty, staff and partners turn new ideas into productive outcomes that change lives.

Our 31,000+ students learn, live, work and play on campus. In many ways, the CU Boulder campus is a city of its own. Our positions meet the academic, research, student-life and administrative needs of our campus and community.",N/A
Blue Shield Of California,5001 to 10000 Employees,"Oakland, CA",Insurance Carriers,4.3,4.5,4.4,4.3,4.2,4.3,4.2,"See All 1,200 Reviews","We’re focused on fundamentally improving the ways in which members can access care and use their coverage.

We’re investing in talented employees and new technologies to create an unrivaled member experience that elevates expectations and achieves our mission of making health care more accessible and affordable than ever. Today we are the third-largest health plan in the state and we’re dedicated to transforming the healthcare industry.

Headquartered in Oakland, CA, we’re proud to service over 4 million members and employ more than 6,000 people. We're an independent member of the Blue Shield Association.

In 2015, we acquired Care1st Health Plan, now named Blue Shield of California Promise Health Plan, a provider-founded managed care company based in Los Angeles County, to help us fulfill our mission of providing all Californians with access to high quality, sustainably affordable care.",N/A
University of Texas at Austin,10000+ Employees,"Austin, TX",Colleges & Universities,4.3,4.1,4.1,4.1,3.8,3.6,3.9,"See All 2,852 Reviews","Like the state it calls home, The University of Texas at Austin is a bold, ambitious leader. Ranked among the biggest and best research universities in the country, UT Austin is home to more than 51,000 students and 3,000 teaching faculty. Together they are working to change the world through groundbreaking research and cutting-edge teaching and learning techniques. Here, tradition and innovation blend seamlessly to provide students with a robust collegiate experience. Amid the backdrop of Austin, Texas, a city recognized for its creative and entrepreneurial spirit, the university provides a place to explore countless opportunities for tomorrow’s artists, scientists, athletes, doctors, entrepreneurs and engineers.","Mission: The mission of The University of Texas at Austin is to achieve excellence in the interrelated areas of undergraduate education, graduate education, research and public service. The university provides superior and comprehensive educational opportunities at the baccalaureate through doctoral and special professional educational levels."
"Cadence Design Systems
Hiring Surge",5001 to 10000 Employees,"San Jose, CA",Computer Hardware & Software,4.3,4.4,4.4,4.2,3.9,4.0,4.0,"See All 1,390 Reviews","Do you want to shape the future of technology?

Cadence is leading the charge to solve some of technology’s toughest challenges. We work with the world’s most innovative companies, across a growing range of industries. Major trends that you hear about everyday – like artificial intelligence, machine learning, and big data analytics – are made possible by Cadence design tools.

Join us. Make your mark.",N/A
University of Central Florida,10000+ Employees,"Orlando, FL",Colleges & Universities,4.3,4.6,4.2,4.2,3.9,3.6,3.8,"See All 1,249 Reviews","We are more than higher ed.
We are a whole new category.
We build. We innovate. We incubate.
We develop an educated workforce
and open new facilities.
We improve lives. We save lives.
We are the University of Central Florida
and
We’re
Hiring.

BIG Careers Start Here
UCF is a thriving preeminent research university in metropolitan Orlando, one of the most popular regions in the world. Our University benefits from over 13,000 diverse faculty and staff who create a welcoming environment, a high quality of life and opportunities to grow, learn and succeed. In 2018, the Bill and Melinda Gates Foundation cited UCF as an example of what the future of higher education should look like. UCF has 13 colleges, over 215 degree programs, and over 68,000 students. In all of its teaching, research and service programs, UCF continually reaffirms its commitment to become one of America's great public, metropolitan research universities. We are located within minutes of the world’s best theme parks and beaches.","Mission: The mission of the university is to offer high-quality undergraduate and graduate education, student development, and continuing education; to conduct research and creative activities; and to provide services that enhance the intellectual, cultural, environmental, and economic development of the metropolitan region, address national and international issues in key areas, establish UCF as a major presence, and contribute to the global community."
UC San Francisco,10000+ Employees,"San Francisco, CA",Colleges & Universities,4.3,4.2,4.1,3.8,3.7,3.6,3.9,"See All 1,560 Reviews","The leading university exclusively focused on health, UC San Francisco is driven by the idea that when the best research, the best education and the best patient care converge, great breakthroughs are achieved. All four UCSF professional schools, virtually all UCSF graduate programs, UCSF Medical Center and UCSF Benioff Children’s Hospital consistently rank among the best in the country, according to the latest surveys by US News & World Report.",N/A
Harvard University,10000+ Employees,"Cambridge, MA",Colleges & Universities,4.3,4.0,4.0,3.9,3.7,3.9,4.0,"See All 2,277 Reviews","Many parents dream of sending their children to Harvard -- and at more than $50,000 a year in undergraduate costs, some even dream of being able to afford it. Harvard, the oldest institution of higher learning in the US, is home to Harvard College (undergraduate studies) and 10 graduate schools including the Harvard Business, Law, and Medical schools. The Radcliffe Institute for Advanced Study at Harvard was created when Radcliffe College and Harvard University merged in 1999. Harvard has about 21,000 students -- two-thirds of whom are enrolled in graduate or professional programs -- and 2,100 faculty members. Harvard's endowment of some $27 billion is the largest of any university in the world. (Yale ranks #2.)",N/A
University of Chicago,10000+ Employees,"Chicago, IL",Colleges & Universities,4.3,4.0,4.0,3.8,3.7,3.9,4.1,"See All 1,869 Reviews","The University of Chicago ranks among the world's most esteemed major universities. It has an enrollment of around 15,600 students, about half of which are graduate and professional students. It has a student/teacher ratio of about 7:1. The school's undergraduate branch offers a core curriculum based on the Great Books; students can choose from majors in about 50 areas. Among its graduate programs are the University of Chicago Law School and Graduate School of Business, both of which consistently rank in the top 10 according to ""U.S. News & World Report."" The school is associated with 85 Nobel Prize recipients including Enrico Fermi, Milton Friedman, and Saul Bellow.",N/A
"LinkedIn
Part of Microsoft",10000+ Employees,"Sunnyvale, CA",Internet,4.3,4.2,4.4,4.3,3.8,4.2,3.8,"See All 3,722 Reviews","LinkedIn is the world’s largest professional network, with nearly 690+ million members in over 200 countries and territories around the world. LinkedIn was built to help professionals achieve more in their careers, and every day our members use our products to make connections, discover opportunities, and gain insights.","Mission: Our mission is to create economic opportunity for every member of the global workforce and this vision connects our more than 16,000 employees in dozens of offices across five continents. It inspires us to invest in our talent, support career growth, and nurture a workplace where every employee feels part of a culture that prioritizes diversity, inclusion, and belonging."
University of Chicago,10000+ Employees,"Chicago, IL",Colleges & Universities,4.3,4.0,4.0,3.8,3.7,3.9,4.1,"See All 1,869 Reviews","The University of Chicago ranks among the world's most esteemed major universities. It has an enrollment of around 15,600 students, about half of which are graduate and professional students. It has a student/teacher ratio of about 7:1. The school's undergraduate branch offers a core curriculum based on the Great Books; students can choose from majors in about 50 areas. Among its graduate programs are the University of Chicago Law School and Graduate School of Business, both of which consistently rank in the top 10 according to ""U.S. News & World Report."" The school is associated with 85 Nobel Prize recipients including Enrico Fermi, Milton Friedman, and Saul Bellow.",N/A
University of Utah,10000+ Employees,"Salt Lake City, UT",Colleges & Universities,4.3,4.0,4.1,4.1,3.8,3.8,3.7,"See All 1,676 Reviews","The University of Utah has offered instruction since long before the Beehive State was a state. Founded in 1850 as the University of Deseret, the ""U of U"" has a total enrollment of some 29,000 undergraduate and graduate students, plus about 2,800 faculty members. It offers approximately 70 undergraduate majors, more than 40 teaching majors and minors, and some 100 graduate-level fields of study at about 20 colleges and schools; its business, science, humanities, and engineering departments are the university's largest. The University of Utah confers some 7,000 baccalaureate, master's, and doctoral degrees annually.

The University of Utah is one of the states largest employers. one of 81 Public Research 1 universities","Mission: The University of Utah fosters student success by preparing students from diverse backgrounds for lives of impact as leaders and citizens. We generate and share new knowledge, discoveries, and innovations, and we engage local and global communities to promote education, health, and quality of life. These contributions, in addition to responsible stewardship of our intellectual, physical, and financial resources, ensure the long‐term success and viability of the institution."
NIH,10000+ Employees,"Bethesda, MD",Biotech & Pharmaceuticals,4.3,4.1,4.0,3.9,3.6,3.7,3.9,"See All 1,418 Reviews","The National Institutes of Health (NIH), through its own research and the distribution of grants, seeks to understand disease inside and out. Part of the US Department of Health and Human Services, NIH is the government's main medical research entity. It comprises 27 institutes and centers covering every medical discipline, from general medical sciences to alternative therapies. The organization has some 6,000 scientists of its own and gives out at least 50,000 grants to researchers at more than 3,000 universities, hospitals, and research labs in all 50 states. Among its vast array of projects, NIH has supported efforts to develop an AIDS vaccine, map human genetic variation, and study avian flu.",N/A
Northwestern University,5001 to 10000 Employees,"Evanston, IL",Colleges & Universities,4.3,4.0,4.0,3.9,3.6,3.9,3.8,"See All 2,115 Reviews","What's NU? With its main campus in the Chicago suburb of Evanston, Northwestern University (NU) serves its 16,500 students through around a dozen schools and colleges such as the McCormick School of Engineering and Applied Sciences and the Medill School of Journalism. Its Chicago campus houses the schools of law and medicine, as well as several hospitals of the McGaw Medical Center. With a faculty of 2,500, the school has a student-teacher ratio of 7:1. NU is home to several research centers and community outreach programs; it also has a branch in Qatar. It is the only private member of the Big 10 conference; varsity sports include baseball, football, basketball, and fencing.",N/A
Red Hat,10000+ Employees,"Raleigh, NC",Computer Hardware & Software,4.3,4.4,4.4,4.2,3.9,4.0,4.1,"See All 2,035 Reviews","Red Hat is the world’s leading provider of enterprise open source software solutions and services, using a community-powered approach to deliver reliable and high-performing Linux, hybrid cloud, container, and Kubernetes technologies. Red Hat helps customers develop cloud-native applications, integrate existing and new IT, and automate, secure, and manage complex environments.",N/A
Northeastern University,1001 to 5000 Employees,"Boston, MA",Colleges & Universities,4.3,4.2,4.1,4.1,3.8,3.7,4.0,"See All 1,485 Reviews","Since 1898 Northeastern University has been edifying students in Boston and beyond. The school enrolls roughly 20,000 students who hail from all 50 states and 125 countries around the world. Its nine colleges (and 1,000 faculty members) offer 100 undergraduate programs and 170 graduate programs in areas such as the arts, business, engineering, and law. Northeastern has a student-teacher ratio of about 15:1. Its highly-regarded cooperative education program integrates classroom learning with real-world experience; students typically alternate between school and paid full-time work, and leave with up to two years of professional experience. Northeastern started out as a night school housed in a YMCA facility.",N/A
University of Minnesota,10000+ Employees,"Minneapolis, MN",Colleges & Universities,4.3,4.1,4.2,4.1,3.8,3.7,3.9,"See All 2,449 Reviews","We provide a thriving community for those with an overwhelming desire to teach and to learn, to research, and to serve. At the University of Minnesota, we continually inspire the next great generation of innovators and empower each other during our search for knowledge.

The University of Minnesota has five strong campuses--Crookston, Duluth, Morris, Rochester, and the Twin Cities--supporting one strong state. The U of M System is one of the most comprehensive in the nation, with offerings to meet the interests of every student and the changing needs of our society. We're proud of our land-grant mission of world-class education, groundbreaking research, and community-engaged outreach, and we are unified in our drive to serve Minnesota.

The University is dedicated to keeping you and your family healthy—physically, emotionally, financially, socially, and professionally. We believe in the concept of ""total compensation"": a complete package of rewards that includes not just wages but a full scope of benefits to make sure our faculty and staff remain happy, healthy, and engaged in their work.",N/A
Vanderbilt University,5001 to 10000 Employees,"Nashville, TN",Colleges & Universities,4.3,4.1,4.1,4.1,4.0,3.8,4.0,"See All 1,119 Reviews","At Vanderbilt University, our work - regardless of title or role - is in service to an important and noble mission in which every member of our community serves in advancing knowledge and transforming lives on a daily basis. Located in Nashville, Tennessee, on a 330 acre campus and arboretum dating back to 1873, Vanderbilt is proud to have been named as one of “America’s Best Large Employers” as well as a top employer in Tennessee and the Nashville metropolitan area by Forbes for several years running. We welcome those who are interested in learning and growing professionally with an employer that strives to create, foster, and sustain opportunities as an employer of choice through:

- Working and growing together as a community of communities... we are One Vanderbilt.
- Providing a work environment where every staff and faculty member can be their authentic and best self, while providing the resources and opportunities to learn and grow.
- Encouraging development, collaboration, and partnership both internally and externally while fostering the value that every member of the Vanderbilt community can lead and grow regardless of title or position.

We understand you have a choice when choosing where to work and pursue a career. We understand you are unique and have a story. We want to hear it. We encourage you to apply today so that you might become a part of our story.","Mission: Vanderbilt University is a center for scholarly research, informed and creative teaching, and service to the community and society at large.

Vanderbilt will uphold the highest standards and be a leader in the quest for new knowledge through scholarship, dissemination of knowledge through teaching and outreach, and creative experimentation of ideas and concepts.

In pursuit of these goals, Vanderbilt values most highly intellectual freedom that supports open inquiry, equality, compassion, and excellence in all endeavors."
"Patni Computer Systems
Acquired by IGATE",5001 to 10000 Employees,"Mumbai, India",IT Services,4.3,4.3,4.4,4.0,4.2,3.9,4.0,See All 403 Reviews,"Too bad Patni didn't patent the idea for outsourcing IT services to India. The company offers application development and maintenance, business process outsourcing, enterprise system management, and software implementation to some 300 clients worldwide. (However, around 80% of its revenues come from customers in the US.) Patni primarily serves companies in the insurance, financial services, and manufacturing industries. It also offers product engineering services, targeting such fields as electronics, data storage networks, industrial automation, medical electronics, and enterprise software. In 2011 iGate acquired 83% of Patni.",N/A
Google,10000+ Employees,"Mountain View, CA",Internet,4.5,4.4,4.4,4.3,4.1,4.5,4.3,"See All 18,362 Reviews","Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards.

Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit careers.google.com.",N/A
Microsoft,10000+ Employees,"Redmond, WA",Computer Hardware & Software,4.4,4.4,4.3,4.1,4.0,4.1,4.1,"See All 29,390 Reviews","Our drive to change the world unites us!

Microsoft is the ideal place for people who have passion for their work and the desire to make an impact—in their careers, in the community and on the world. Microsoft is a unique company; and not just within the tech industry. Here, smart people thrive on their own terms and push their intelligence to its limit. The variety of job opportunities and career advancement at Microsoft is incredible and empowers you to constantly challenge yourself and chart your own course.",N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,4.3,4.4,4.3,3.7,3.7,4.3,3.8,"See All 20,850 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,4.2,4.3,4.3,4.2,3.8,4.1,3.9,"See All 21,803 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,4.2,4.2,4.0,3.3,3.4,4.3,4.2,"See All 16,601 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,4.1,4.2,4.1,4.1,3.6,4.2,3.7,"See All 9,224 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
