NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
Columbia College Chicago,501 to 1000 Employees,"Chicago, IL",Colleges & Universities,4.0,4.4,4.0,4.3,3.7,3.3,3.5,See All 254 Reviews,"Columbia College Chicago revels in its creative reputation. Specializing in arts and media, the private school offers undergraduate and graduate degrees in the visual, performing, media, and communication arts. The college offers more than 120 academic programs including architecture and interior design, photography, dance, television, theater, film, music composition, journalism, and marketing communication. Comedian Andy Richter and Wheel of Fortune host Pat Sajak number among the school's notable alumni. Founded in 1890, Columbia College is located in various buildings in downtown Chicago and has about 12,000 students.",N/A
Bradley University,501 to 1000 Employees,"Peoria, IL",Colleges & Universities,3.9,3.5,3.9,3.3,2.9,2.6,3.3,See All 153 Reviews,"Bradley University offers more than 100 undergraduate programs through five colleges: Foster College of Business Administration, Slane College of Communications and Fine Arts, and Colleges of Education and Health Sciences, Engineering and Technology, and Liberal Arts and Sciences. Bradley also confers graduate degrees in more than 30 academic fields, including a Doctorate of Physical Therapy. It has an enrollment of approximately 5,800 students, more than 5,000 of whom are undergraduates, that receive instruction from more than 300 full-time faculty members. The university was founded in 1897 as Bradley Polytechnic Institute by Lydia Moss Bradley as a memorial to her children and husband.",N/A
ChildCare Careers,501 to 1000 Employees,"Brisbane, CA",Advertising & Marketing,3.8,4.0,4.1,4.3,3.3,3.1,4.2,See All 143 Reviews,"ChildCare Careers (CCC) is the largest staffing firm dedicated to the child care field. CCC provides fully qualified and pre-screened teachers, assistant teachers and site directors to child care centers, preschools, and before & after school programs. CCC substitute teachers are available on-demand, even same day, for short-term assignments, long-term assignments or permanent placements. Teacher staffing is not a side business for us, it is all we do.",N/A
Skyline Chili,501 to 1000 Employees,"Fairfield, OH",Fast-Food & Quick-Service Restaurants,3.8,4.1,4.0,3.9,3.3,3.0,3.6,See All 168 Reviews,"This Skyline has made Cincinnati famous among chili fans. Skyline Chili operates and franchises more than 130 restaurants in Ohio and four other states that specialize in Cincinnati-style chili. The chain's menu features its signature ""3-Way"" chili dish (chili and cheese served over spaghetti), as well as chili dogs (coneys), chili burritos, and chili cheese fries. In addition to its restaurants, the company markets canned and frozen chili through retail grocery stores and mail-order sales. Nicholas Lambrinides opened the first Skyline Chili in 1949. A management group, along with private equity firm Prudential Capital Partners, owns the company.",N/A
Cotton On,501 to 1000 Employees,"North Geelong, Australia","Department, Clothing, & Shoe Stores",3.5,3.9,3.4,3.2,3.0,3.4,3.2,"See All 1,285 Reviews","COTTON ON GROUP

From market start up to global brand, the Cotton On Group now has 8 brands, over 1,300 stores and 19,000+ passionate people working in 16 countries around the globe.

In twenty years we have become Australia's largest value fashion brand.

It all started in the late 80's. Nigel Austin, our founder, grew up in Geelong with strong family ties to the rag trade. At age 18 Nigel’s entrepreneurial spirit kicked in - armed with a pile of denim acid wash sample jackets, he headed to the Beckley Market in Geelong and set up shop. In 1991 our first retail store opened in Geelong. From these humble beginnings, we’ve taken our spirit to the globe. We foster innovation, new ideas and a will to succeed. The story is far from over. The future is full of new opportunities and ideas. Tomorrow, anything's possible.


The 8 brands under Cotton On Group are: Cotton On, Cotton On Kids, Typo, Cotton On Body, Rubi Shoes, Factorie, Supre and Cotton On Foundation.",N/A
Perkins Eastman,501 to 1000 Employees,"New York, NY",Architectural & Engineering Services,3.4,2.7,3.3,3.3,3.3,3.2,3.1,See All 160 Reviews,"Perkins Eastman is a global architecture and design firm guided by the belief that design can have a positive and lasting impact on people’s lives. With more than 1,000 employees in 15 locations around the world, we collaborate seamlessly across borders, barriers, and disciplines to connect people and ideas. Whether conceiving of new healthcare models, reviving a local landmark as a boutique hotel, or helping communities become more resilient, we are united in a dedication to progressive and inventive design that enhances the human experience. If everything is design, everything we do is HUMAN BY DESIGN.",N/A
Trans States,501 to 1000 Employees,"Bridgeton, MO",Airlines,3.1,3.6,2.5,2.3,2.0,2.4,2.5,See All 182 Reviews,"Transportation from state to state is the job of Trans States Airlines. The regional carrier offers flights to more than 45 cities in some 25 states, mainly in the midwestern and northeastern US. Trans States operates as AmericanConnection for American Airlines from a hub in St. Louis, and it operates as US Airways Express from a hub in Pittsburgh for US Airways. It also provides regional service for United Airlines as United Express from hubs in Chicago, Denver, and Washington, DC. Overall, Trans States Airlines operates a fleet of about 50 Embraer 50-seat regional jets. The company was founded in 1982 as Resort Air; it bought regional carrier Compass Airlines from Delta in mid-2010 for $20.5 million.",N/A
Eastern Mountain Sports,501 to 1000 Employees,"Meriden, CT",Sporting Goods Stores,3.0,2.6,3.0,3.1,2.5,2.4,2.2,See All 190 Reviews,"Founded in 1967, EMS now has community stores in 70 east coast locations full of knowledgeable, credible people who love what they do for customers. The EMS Schools serve over 5000 participants annually and earn the highest possible ratings for customer satisfaction. EMS.com offers a hand-picked assortment of great gear and apparel for novice to expert outdoor participants.",N/A
Air Serv,501 to 1000 Employees,"Atlanta, GA",Transportation Management,2.6,2.4,2.3,2.4,2.2,1.9,2.4,See All 291 Reviews,"Airlines hire Air Serv to provide the ground-based services that help passengers and cargo take to the skies. Its offerings include cargo handling, ground transportation, passenger services (such as baggage handling, ticket verification, and electric cart drivers), and ramp services. Air Serv operates at more than two dozen airports throughout the US; the company also does business in the UK. Customers have included Delta Air Lines, FedEx, and United Continental's United Airlines. The company's Texas-based International RAM Associates (IRAM) unit performs aviation security at about 50 airports since 2009.",N/A
Life.Church,501 to 1000 Employees,"Edmond, OK",Religious Organizations,5.0,4.7,5.0,4.7,5.0,4.9,4.9,See All 613 Reviews,"Life.Church is one church that is in multiple locations, meeting across the United States and globally at Church Online.",N/A
Lendio,501 to 1000 Employees,"Lehi, UT",Lending,4.9,4.9,4.9,4.8,4.9,4.7,4.8,See All 281 Reviews,"Lendio is the leading lending Marketplace for matching small business owners with appropriate trusted lenders. Our team members, systems, and proprietary software allow Lendio clients to receive world-class service reflecting our three business pillars: Options, Speed and Trust.

Lendio is quickly revolutionizing the way small business owners access capital and receive funding. Lendio brings better education, access, speed, and loan options to small business owners all across America.

Lendions have a passion for helping business owners, technology, and a desire to help build a company from the ground up. We work in a fun and fast-paced environment where the culture reflects our core values: Humble. Hungry.","Mission: We fuel American dreams by boosting small businesses–and the economy. We're the best at what we do because we know small business is the backbone of America, and we're determined to make sure every entrepreneur, mom and pop shop, and family business get the help they need to succeed."
Triage Staffing,501 to 1000 Employees,"Omaha, NE",Staffing & Outsourcing,4.9,4.9,4.8,4.8,4.7,4.6,4.7,See All 286 Reviews,"At Triage, we prefer to be real. Real about expectations--both ours and yours. Real about how a decision you make today could affect your tomorrows. Real about how compensation actually works. Real about how great-– or grating--your next supervisor may be.

Being real allows everyone at Triage to be ready. Ready to serve you with real honesty. So if that gig near the ocean is really no day at the beach, or that third shift comes with a second-class rate, we tell you. So you can be ready, too.

We staff five major divisions of acute care – nursing, lab, radiology, rehab therapy and cardiopulmonary.
One point of contact for both travelers and facilities (per division)
In-house compliance and accounting specialists
On-staff clinical liaisons
Mentoring program that is run and managed by actual clinicians – yeah, you read that right
And more (because of course there’s more)

Are we the biggest? No. Are we the best? That’s rather subjective, but we’re trying to be. Will we work like hell to get you as close to your idea of heaven as possible? Yes. Yes, we will.",N/A
"Klaviyo
Hiring Surge",501 to 1000 Employees,"Boston, MA",Computer Hardware & Software,4.9,4.8,4.9,4.6,4.7,4.6,4.7,See All 66 Reviews,"Klaviyo is the world’s leading owned marketing platform known for accelerating revenue for online businesses using the channels they own like email, web, and mobile. Enabling companies to leverage these owned marketing channels, Klaviyo makes it easy to store, access, analyze and use transactional and behavioral data to power highly-targeted customer and prospect communications. And unlike other marketing platforms, Klaviyo doesn’t force companies to compromise between advanced functionality or ease of use - so companies of all sizes are able to maximize their sales quickly.
That’s why over 50,000 innovative companies like Unilever, Custom Ink and Eventbrite sell more with Klaviyo.",N/A
"Looker
Acquired by Google",501 to 1000 Employees,"Santa Cruz, CA",Computer Hardware & Software,4.9,4.5,4.9,4.6,4.7,4.4,4.6,See All 100 Reviews,"The Looker Platform for Data delivers insights to user workflows, allowing organizations to extract value from their data. Over 1,600 industry-leading and innovative companies such as Sony, Amazon, The Economist, IBM, Spotify, Etsy, Lyft and Kickstarter have trusted Looker to power their data-driven cultures.

The company is headquartered in Santa Cruz, California, with offices in San Francisco, New York, Chicago, Boulder, London, Dublin, and Tokyo, Japan. Investors include CapitalG, Kleiner Perkins Caufield & Byers, Meritech Capital Partners, Redpoint Ventures, First Round Capital, Sapphire Ventures and Goldman Sachs.

Looker aspires to be a workplace that is not only free of discrimination, but one that fosters inclusion and belonging. We strongly believe that diversity of experience, perspective, and background lead to a better environment for our employees and a better product for our users. We encourage you to join us in changing the way businesses use data.","Mission: Data is no longer just a place to find answers. It’s the place where ideas originate. And when everyone in your company is looking at the same numbers, sharing the same truth, they’ll be able to collectively make smarter, more informed decisions. This is the core of our mission at Looker: To inspire everyone to embrace their curiosity, dig deeper and keep asking questions."
Motley Fool,501 to 1000 Employees,"Alexandria, VA",Internet,4.8,4.7,4.8,5.0,4.8,4.7,4.7,See All 233 Reviews,"The Motley Fool is on a mission: to disrupt the traditional, button-up world of investing and bring great stock ideas to individual investors. Through its Fool.com website, premium subscription services, books, podcasts, and message boards, The Motley Fool reaches a wide audience with fun, irreverent takes on company analyses. With websites in the UK, Australia, Canada, Germany, and Japan, Fools are fulfilling the company's goal of making the world smarter, happier, and richer.",N/A
"iPipeline
Part of Roper Technologies",501 to 1000 Employees,"Exton, PA",IT Services,4.8,4.9,4.7,4.4,4.6,4.4,4.6,See All 162 Reviews,"About iPipeline

iPipeline is a leading provider of low code, cloud-based software solutions for the life insurance and financial services industry. Through our SSG Digital, end-to-end platform, we accelerate and simplify sales, compliance, operations and support. We provide process automation and seamless integration between every participant in our ecosystem including carriers, agents, general agencies, advisors, broker-dealers, RIAs, banks, securities/mutual fund firms, and their consumers on a global basis. Our innovative solutions include pre-sales support, new business and underwriting, policy administration, point-of-sale execution of applications, post-sale support, data analysis, reporting, user-driven configuration, consumer delivery and self-service, and agency and firm management.

iPipeline’s platform is used by approximately 150 carriers, 1,400 distributors and financial institutions, and their agents and licensed advisors in a cloud-based environment. With headquarters in Exton, Pennsylvania, iPipeline has locations in Bromley (UK), Burlington (Canada), Cheltenham (UK), Dallas, Fort Lauderdale, Huntersville, Ontario (CA), Philadelphia, Pleasanton, and Salt Lake City.",N/A
"Couchbase
Hiring Surge",501 to 1000 Employees,"Santa Clara, CA",Computer Hardware & Software,4.8,5.0,4.8,4.7,4.7,4.5,4.7,See All 173 Reviews,"At Couchbase, constant innovation is the backbone of our technology and culture. Built on the most powerful NoSQL technology, our platform provides unmatched agility and manageability – as well as unparalleled performance at any scale – to deliver ever-richer and ever more personalized customer experiences.",N/A
"Marketing 360
Part of Madwire",501 to 1000 Employees,"Fort Collins, CO",Advertising & Marketing,4.8,4.7,4.6,4.4,4.6,4.3,4.5,See All 200 Reviews,N/A,N/A
Lower,501 to 1000 Employees,"Columbus, OH",Lending,4.8,4.6,4.9,4.5,4.8,4.5,4.9,See All 213 Reviews,"Hi, we're Lower–proudly founded and headquartered in Columbus, Ohio. Since opening our doors in December 2018, we've gone from only a handful of employees to over 300. Pretty crazy, right? And we have no plans to slow down anytime soon.

So why join us? Easy: the people, the culture and the opportunity. At Lower, you'll form relationships that go far beyond the office, make a difference in your community, and grow both personally and professionally.

More than a job. More than a career. Lower.com

NMLS# 1124061. nmlsconsumeraccess.org. Copyright 2020 Lower. All Rights Reserved. lower.com",N/A
NFM Lending,501 to 1000 Employees,"Linthicum, MD",Lending,4.8,4.7,4.8,4.5,4.7,4.7,4.7,See All 168 Reviews,"Who We Are

NFM Lending is an award-winning, multi-state residential mortgage lender currently licensed in 46 states. NFM Lending focuses on assisting consumers in obtaining a residential loan that meets their needs while ensuring that they are receiving exemplary service throughout the process. NFM Lending is dedicated to streamlining the loan process in order to shorten the time from loan application to closing without sacrificing service, quality, or compliance. Our company operates on a platform of high standards, while always putting honesty, integrity, and ethics at the highest level of importance.

Core Values

Service- We WOW our clients.
Innovation- We design and implement improved processes, systems, and technology integration.
Teamwork- We drive towards our goals together, it’s the path to our greatest results.
Excellence- We push ourselves beyond the expected.",N/A
RLI,501 to 1000 Employees,"Peoria, IL",Insurance Carriers,4.8,4.2,4.8,4.7,4.7,4.7,4.4,See All 199 Reviews,"RLI is a leading U.S.-based specialty insurance company that helps customers navigate the world of insurance and risk. For 50+ years, we've helped people and companies safeguard assets through a diverse portfolio of property and casualty insurance and surety products.

We believe in a different way of doing business and RLI is not what you’d expect from a typical insurance company. Our creative and collaborative workplace is cultivated by employee owners empowered to make good decisions for customers and the business.

We have a reputation for niche expertise, superior service and an entrepreneurial culture. In the industry and among our peers, we’re known for:

• The best and brightest people in the industry who build strong relationships and provide outstanding service.
• An underwriting focus so we perform well in all market cycles.
• Our empowered, creative ownership culture.
• A customized approach to developing insurance products to meet very specific needs.
• Proven financial strength.",N/A
CrossCountry Consulting,501 to 1000 Employees,"McLean, VA",Consulting,4.8,4.5,4.9,4.7,4.8,4.3,4.7,See All 163 Reviews,"CrossCountry Consulting is a trusted business advisory firm that provides customized finance, accounting, human capital management, risk, operations and technology consulting services to leading organizations facing complex change. We partner with our clients to help them navigate pressing business challenges and achieve goals related to improving operations, minimizing risks and enabling future growth.

CrossCountry is headquartered in McLean, Virginia with offices in New York, NY, San Francisco, CA, Boston, MA and Seattle, WA.",N/A
"Credera
Hiring Surge",501 to 1000 Employees,"Dallas, TX",Consulting,4.8,4.5,4.8,4.6,4.7,4.4,4.7,See All 203 Reviews,"Credera is a consulting firm focused on strategy, transformation, data, and technology with over 600 consultants around the globe who daily live out our mission to make an extraordinary impact on our clients, people, and communities.

Founded in 1999, Credera is headquartered in Dallas, TX and hosts offices in Houston, Denver, Chicago, New York, Los Angeles, London, Manchester, and Leeds. Find more information at www.credera.com.",N/A
Udemy,501 to 1000 Employees,"San Francisco, CA",Education Training Services,4.7,4.6,4.8,4.5,4.6,4.3,4.6,See All 238 Reviews,"With a mission to improve lives through learning, Udemy is the largest online learning destination that helps students, businesses, and governments gain the skills they need to compete in today’s economy. Forty million learners are mastering new skills from expert instructors teaching over 155,000 online courses in topics from programming and data science to leadership and team building. For companies, Udemy for Business offers an employee training and development platform with subscription access to 8,500 courses, learning analytics, as well as the ability to host and distribute their own content. Udemy for Government is designed to upskill workers and prepare them for the jobs of tomorrow. Udemy is privately owned and headquartered in San Francisco with offices in Denver, Brazil, India, Ireland, and Turkey.",N/A
"Crew Carwash
Hiring Surge",501 to 1000 Employees,"Indianapolis, IN",Other Retail Stores,4.7,4.4,4.8,4.1,4.6,4.5,4.7,See All 269 Reviews,"Back in 1948, with great foresight and a nod to innovation, Founder Joe Dahm opened Indiana’s first automated carwash, Mike’s Minit Man. A few years later, Joe’s brother Ed Dahm, joined the business. At the time, just 18 carwashes were operating in the United States. Since then, millions of vehicles have passed through the carwash and Crew has become one of the largest carwash companies in the nation.

Still owned by the Dahm Family, Crew Carwash continues to grow and innovate to deliver on our brand promise to provide our customers with “Clean, fast and friendly” service – every day. Our carwashes feature the most advanced technology available, specially formulated detergents, soft cloth, computer-controlled equipment and our special touchless hot air dryers. In addition, we utilize 40% recycled water and 60% fresh water due to our water reclamation systems that allow us to filter, clean and re-use some of the water in our wash process.

Crew Carwash has opened multiple locations throughout Indiana. The name Crew honors our dedicated and talented crew members who work hard to earn your trust and keep you coming back. We know that next to your home, your vehicle is likely one of the largest investments you’ll make – and caring for it safely is a privilege we do not take lightly.

For over 70 years, we’ve held fast to one goal – delivering a clean, quick carwash, every time, with a smile to the customer. As our Founder, Joe Dahm often reminds us, we’re really in the people business. We just happen to wash cars. And, we believe much of our success stems directly from treating our boss, the customer, to the best possible experience every time they visit.","Mission: Crew Member Promise

At Crew Carwash, we recognize that you are our most valuable asset, and our greatest advantage in creating lifetime customers.

By listening to you and applying the principles of honesty, trust, and respect, we will help you reach your full potential and ensure the future success of the business.

We will provide a safe, fun, and rewarding environment and with outstanding training and clear expectations, allowing us to achieve our Purpose and Vision."
Bethpage Federal Credit Union,501 to 1000 Employees,"Bethpage, NY",Banks & Credit Unions,4.7,4.2,4.8,4.5,4.6,4.5,4.4,See All 283 Reviews,"Bethpage Federal Credit Union has been enriching lives for more than 75 years.

With great rates and low fees, Bethpage is helping members achieve their financial goals.

As a credit union, we answer to our members, not to shareholders, so our members’ needs are our top priority.

Stop by one of our full-service banking locations across Long Island and New York City, use our Digital Banking apps and free ATMs, or visit a Shared Branch nationwide for fast and easy everyday banking.

Whether you’re looking for your first car, a new home for a growing family, or a well-deserved vacation, we’re here for you. Everyone can bank at Bethpage. Get started by opening a savings account with as little as $5. You’ll be glad you did.",N/A
Sage Intacct,501 to 1000 Employees,"San Jose, CA",Computer Hardware & Software,4.7,4.8,4.9,4.8,4.7,4.5,4.5,See All 500 Reviews,"Sage Intacct is the innovation and customer satisfaction leader in cloud Financial Management. With the powerful combination of Sage and Intacct, the Sage Business Cloud offers the best capabilities of both companies. Bringing cloud computing to finance and accounting, Sage Intacct’s innovative and award-winning applications are the preferred financial applications for AICPA business solutions. In use by organizations from startups to public companies, Sage Intacct is designed to improve company performance and make finance more productive. Hundreds of leading CPA firms and Value Added Resellers also offer Intacct to their clients. The Sage Intacct system includes accounting, cash management, purchasing, vendor management, financial consolidation, revenue recognition, subscription billing, contract management, project accounting, fund accounting, inventory management, and financial reporting applications, all delivered through the cloud.",N/A
Compass Lexecon,501 to 1000 Employees,"Annapolis, MD",Consulting,4.7,4.8,4.5,3.4,4.5,4.7,4.6,See All 151 Reviews,"Compass Lexecon is internationally recognized as a leading economic consulting firm with preeminent competition, finance, intellectual property, international arbitration, and energy practices. With more than 400 professionals in 17 offices around the world, Compass Lexecon offers a global perspective on economic matters. For the past nine years, Compass Lexecon has been ranked as one of the leading antitrust economics firms in the world by the Global Competition Review.",N/A
"Optima Tax Relief
Hiring Surge",501 to 1000 Employees,"Santa Ana, CA",Financial Transaction Processing,4.7,4.6,4.7,4.8,4.6,4.3,4.6,See All 311 Reviews,"Optima Tax Relief is the nation’s leading full-service tax resolution firm helping individuals and small business owners struggling with unmanageable IRS or state tax burdens.

Specializing in cases where wage garnishments, bank levies, liens and other IRS collection actions may be involved, the company’s unique two-phase approach provides clients unparalleled clarity, control, and results as they proceed towards resolving their tax issues.

Fully accredited and A+ rated by the Better Business Bureau, Optima’s has over 400 full-time professionals, including dozens of in-house tax attorneys and licensed tax pros, on a collective mission to win the best outcome for every client and deliver clients a better financial future by making their tax issues a thing of the past.",N/A
"Venterra Realty
Hiring Surge",501 to 1000 Employees,"Houston, TX",Real Estate,4.7,5.0,4.8,4.7,4.8,4.6,4.6,See All 372 Reviews,"Founded in 2001, at Venterra, we own and manage apartment communities in 11 major US cities that provide housing to over 32,000 people and 11,000 pets. We are committed to improving the lives of our residents by delivering an industry-leading customer experience. Find out more about us at Venterra.com and explore our communities at VenterraLiving.com!","Mission: Venterra’s success is rooted in our Core Values – values that define who we are and how we conduct ourselves. It is the bond that ties us together and gives our organization strength. To succeed at Venterra, our employees must be earnest believers in these values, exhibiting a sincere commitment to all that Venterra aspires to be.

Honesty and Integrity – The highest standard of Integrity and Honesty will permeate all of our actions.

Humility – We are always learning. We will not allow personal or corporate arrogance to get in the way of progress and success.

Never-ending Pursuit of Excellence – We take pride in what we do and our pursuit of a “Better Way” never ends. We have an intense sense of urgency in everything we do.

Candor and Openness – We will respectfully tell each other the truth; both the good and the bad. Politics will not be allowed to get in the way of our pursuit of excellence.

Unparalleled Service Excellence – We aim to be the standard of service excellence against which others measure themselves in our industry.

Team First – While we encourage and reward individual achievements, we make team success a priority. We will make personal sacrifices to ensure the team succeeds.

Prudent Cost Management – We will make careful and sensible value-based decisions about all money and other resources entrusted to us."
