NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
"REI
Hiring Surge",5001 to 10000 Employees,"Seattle, WA",Sporting Goods Stores,4.2,4.3,4.5,4.2,3.7,3.7,3.3,"See All 2,002 Reviews","Our history: It all started with an ice axe
We’ve been your outdoor co-op for 82 years. REI was founded in 1938 when a group of 23 climbing friends, united by their love for the outdoors, decided to source quality and affordable gear for their adventures.

Today the REI community has 19 million lifetime members, over 13,000 employees and 165 locations in 39 states and the District of Columbia.

While much has changed since REI’s beginnings, our passion for life outside lives on in everything we do.

REI Co-op: A different kind of company
Being a member-owned co-operative allows us to focus on shared values, not share value.

Annually, more than 70 percent of our annual profits are invested back into the outdoor community through dividends to REI members, employee profit-sharing and retirement, and investments in nonprofits dedicated to the outdoors.

Every year since 2015, we close all our stores on Black Friday. We give all our employees a day off to #OptOutside with family and friends on the busiest retail day of the year. We continue this tradition because we believe in putting purpose before profits. More than 700 organizations and millions of people have joined us. We hope you will, too.

By staying true to our roots, we've earned a place on FORTUNE magazine's list of the ""100 Best Companies to Work For"" every year since the rankings began in 1998. We work hard to earn our reputation for quality and integrity every day.

REI is an Equal Opportunity Employer",N/A
Indiana University,5001 to 10000 Employees,"Bloomington, IN",Colleges & Universities,4.2,4.0,4.1,4.0,3.7,3.7,3.8,"See All 1,926 Reviews","Indiana University has been schooling Hoosiers since 1820. With a total student population of some 110,000, the university offers more than 1,000 associate, baccalaureate, master's, professional, and doctoral degree programs at eight campuses: flagship institution IU-Bloomington; regional campuses in Fort Wayne, Gary, Kokomo, New Albany, Richmond, and South Bend; and an urban campus in Indianapolis that is operated with Purdue University. An 1820 statute created the Indiana Seminary, the predecessor to Indiana University. In 1828 the legislature changed the name of the institution to Indiana College, and in 1838 it established Indiana University. Indiana University has a student teacher ratio of about 21:1.",N/A
Netflix,5001 to 10000 Employees,"Los Gatos, CA",Internet,4.1,4.2,3.9,3.4,3.6,4.5,3.7,"See All 1,273 Reviews","Netflix is the world's leading streaming entertainment service with 193 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.",N/A
"Yahoo
Part of Verizon",5001 to 10000 Employees,"Sunnyvale, 061",Internet,4.1,4.2,4.1,4.2,3.5,3.9,3.8,"See All 3,956 Reviews","Yahoo! wants to spread some cheer to Internet users around the world. Its network of websites offers news, entertainment, and shopping, as well as search results powered by Microsoft's Bing offering. Yahoo! generates most of its revenue through providing search and display advertising to Web operations in three categories: Communications & Communities (including Yahoo! Mail, Yahoo! Messenger, Yahoo! Groups, and Flickr), Search and Marketplaces (Yahoo! Search), and Media (Yahoo! Homepage, Yahoo! Finance, and Yahoo! Sports). Other revenues come from fee-based services such as premium e-mail; royalties, licenses, and mobile products; and broadband Internet access. Yahoo! publishes content in about 25 languages.",N/A
Boston Children's Hospital,5001 to 10000 Employees,"Boston, MA",Health Care Services & Hospitals,4.1,4.3,4.0,3.6,3.6,3.5,3.8,"See All 1,091 Reviews","Children's Hospital Boston is an elder in the world of pediatric care. The 400-bed hospital offers acute health care and specialty services for children from birth to age 21. The medical center is also Harvard Medical School's main teaching hospital for children's health care, and it is the world's largest pediatric research center. Its John F. Enders Pediatric Research facility provides research for the treatment of childhood diseases. Specialty services include cardiovascular surgery, digestive care, neurology, oncology, ophthalmology, orthopedics, transplants, blood diseases, and fetal care. The not-for-profit hospital was founded in 1869.",N/A
AMD,5001 to 10000 Employees,"Santa Clara, CA",Computer Hardware & Software,4.1,4.2,4.1,3.9,3.8,3.6,4.0,"See All 2,652 Reviews","At AMD, we are working to change the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies ― the building blocks for gaming, immersive platforms, and the datacenter. Our passionate employees around the globe build great products that push the boundaries of what is possible. And we’re looking for creative people to join us in that work – people who want to challenge themselves and the status quo, collaborate with other brilliant minds, and help deliver the next-generation technologies that will change the world. Sound like you? Explore the opportunities available to come join our team.",N/A
SpaceX,5001 to 10000 Employees,"Hawthorne, CA",Aerospace & Defense,4.1,3.6,4.0,2.9,3.6,3.9,4.1,"See All 1,974 Reviews","We've assembled an exceptional team of scrappy innovators committed to our mission. Helping achieve these goals will be one of the most challenging and rewarding endeavors of your career. You can expect to work alongside some of the brightest individuals and get exposure to leading-edge technology, while playing a direct role in shaping the future of humankind. We seek talented individuals with a pioneering spirit and a curiosity to seek what’s beyond the stars.","Mission: SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today, SpaceX is actively developing the technologies to make this possible, with the ultimate goal of enabling human life on Mars."
Temple University,5001 to 10000 Employees,"Philadelphia, PA",Colleges & Universities,4.1,4.2,3.9,3.9,3.7,3.6,3.7,"See All 1,105 Reviews","Where better to worship a good education than at Temple University? Part of Pennsylvania's Commonwealth System of Higher Education, Temple has nine campuses in the Philadelphia area, as well as in Tokyo and Rome and educational programs in China, Greece, France, Israel, and the UK. About 40,000 students are enrolled in Temple's 320 academic programs. Temple's Health Sciences Center includes Temple University Hospital and schools that teach medicine and dentistry. The system has a student-teacher ratio of about 21:1. Dr. Russell Conwell founded Temple University in 1884; it was incorporated as Temple University in 1907.",N/A
IHG Hotels and Resorts,5001 to 10000 Employees,"Denham, United Kingdom","Hotels, Motels, & Resorts",4.0,4.2,3.9,3.7,3.5,3.6,3.7,"See All 2,937 Reviews","IHG franchises, leases, manages or owns nearly 5,200 hotels and 770,000 guest rooms in almost 100 countries, with nearly 1,500 hotels in its development pipeline. IHG also manages IHG® Rewards Club, the world’s first and largest hotel loyalty program, with more than 100 million enrolled members worldwide.

You’ll know our hotel brands. They are some of the best known and most popular in the world - InterContinental® Hotels & Resorts, Holiday Inn®, Holiday Inn Express®, Crowne Plaza® Hotels & Resorts, Hotel Indigo®, Staybridge Suites®, Candlewood Suites®, EVEN Hotels®, avid®, and HUALUXE™ Hotels and Resorts. All of these brands work together towards our goals of creating Great Hotels Guests Love®. This is a mission that’s seen us go from strength to strength – with more rooms in an ever-growing portfolio of hotels across more and more locations. Which makes this an incredibly exciting time to become part of the team.","Mission: Everyone at IHG is aligned behind one clear goal; to deliver True Hospitality for everyone. We may be ten different brands but wherever you join us, and no matter how far your IHG career takes you, you'll be working to make a real difference. At IHG we give you Room to be yourself, a promise that you can bring your unique personality and passions to work."
Fannie Mae,5001 to 10000 Employees,"Washington, DC",Investment Banking & Asset Management,4.0,4.2,3.8,4.2,3.4,4.2,3.4,"See All 1,613 Reviews","We are Future Makers at Fannie Mae, and our mission is to deliver stability and affordability to America’s housing market. We help make the 30-year, fixed-rate mortgage possible, and we’re passionate about increasing access to affordable housing, advancing technology to build a better mortgage process, and creating green finance products to drive environmental sustainability.

Are you a Future Maker looking to join a diverse, collaborative team? We welcome your interest in helping us tackle tomorrow’s challenges today.

We continue to hire for all open roles, with interviewing and onboarding conducted virtually until further notice.

Fannie Mae is an Equal Opportunity Employer.",N/A
Freddie Mac,5001 to 10000 Employees,"McLean, VA",Lending,4.0,4.2,4.0,4.1,3.5,4.1,3.7,"See All 1,221 Reviews",N/A,N/A
U.S. Cellular,5001 to 10000 Employees,"Chicago, IL","Cable, Internet & Telephone Providers",4.0,4.5,4.0,3.4,3.4,4.0,3.4,"See All 1,641 Reviews","Considering where to invest your time, talent and ambition? Select the team that’s determined to be the best, offering the ability to make a positive difference for every customer, a unique culture and competitive rewards. Choose U.S. Cellular.

With more than 5.1 million customers, we are one of the nation’s largest wireless carriers. Consistently honored as a top workplace, we empower our 5,400+ associates to make meaningful contributions to our success and that of the communities where we live and work with outreach, education initiatives and volunteerism.

Here, you’ll find a broad array of resources for learning and development. You’ll enjoy almost endless opportunities for career advancement and a highly supportive team defined by the Dynamic Organization, a culture rooted in diversity, relationships, respect, empowerment and innovation.

If you’re determined to be the best, join our talent network. Then select your ideal opportunity to soar with an industry leader.","Mission: We’re proud and passionate about providing the world's best customer experience. This is our vision. The goal that drives continual improvement, and helps us achieve our mission to achieve superior results. And our associates are motivated by the principles of our Dynamic Organization."
Johns Hopkins Medicine,5001 to 10000 Employees,"Baltimore, MD",Health Care Services & Hospitals,4.0,4.0,3.8,3.5,3.4,3.5,3.8,See All 798 Reviews,"Consisting of Johns Hopkins University School of Medicine and the Johns Hopkins Health System, Johns Hopkins Medicine oversees five area hospitals (with a combined total of more than 1,890 beds), in addition to the academic offerings of the medical school and and a nursing program. It also operates a pediatric facility in Florida. Other facilities and programs include community clinics, a home health care provider, and its own managed care plan. Johns Hopkins Medicine was created in the mid-1990s to unify the school of medicine and health system under one enterprise.",N/A
"Regeneron Pharmaceuticals
Hiring Surge",5001 to 10000 Employees,"Tarrytown, NY",Biotech & Pharmaceuticals,4.0,4.1,3.9,3.4,3.5,4.3,3.7,See All 858 Reviews,"Regeneron (NASDAQ: REGN) is a leading science and technology company delivering life-transforming medicines for serious diseases.

Founded by physician-scientists 30 years ago, our science-driven approach has resulted in six FDA-approved medicines and numerous product candidates in a range of diseases, including asthma, pain, cancer and infectious diseases.

In addition to our medicines, our innovations include the VelociSuite® technologies, world-class manufacturing operations, one of the largest human genetics sequencing efforts in the world and rapid response technologies being used for global good.

An important note about privacy: Regeneron is committed to your privacy and will not ask for sensitive personal information such as social security number, date of birth or bank account details via email or social media. We do not interview candidates on Google Hangouts. Any questions about job listings can be directed to candidatesupport@regeneron.com . We also do not hire for “at-home data entry” positions.",N/A
"Regeneron Pharmaceuticals
Hiring Surge",5001 to 10000 Employees,"Tarrytown, NY",Biotech & Pharmaceuticals,4.0,4.1,3.9,3.4,3.5,4.3,3.7,See All 858 Reviews,"Regeneron (NASDAQ: REGN) is a leading science and technology company delivering life-transforming medicines for serious diseases.

Founded by physician-scientists 30 years ago, our science-driven approach has resulted in six FDA-approved medicines and numerous product candidates in a range of diseases, including asthma, pain, cancer and infectious diseases.

In addition to our medicines, our innovations include the VelociSuite® technologies, world-class manufacturing operations, one of the largest human genetics sequencing efforts in the world and rapid response technologies being used for global good.

An important note about privacy: Regeneron is committed to your privacy and will not ask for sensitive personal information such as social security number, date of birth or bank account details via email or social media. We do not interview candidates on Google Hangouts. Any questions about job listings can be directed to candidatesupport@regeneron.com . We also do not hire for “at-home data entry” positions.",N/A
KLA,5001 to 10000 Employees,"Milpitas, CA",Industrial Manufacturing,4.0,4.4,4.1,3.8,3.8,3.8,3.7,See All 928 Reviews,"KLA partners with leading technology companies to enable the next generation of devices and experiences.

We develop industry-leading equipment and services that enable innovation throughout the electronics industry. In close collaboration with leading customers across the globe, our expert teams of physicists, engineers, data scientists and problem-solvers design solutions that move the world forward.

KLA corporate headquarters are in Milpitas, California, with sales and support facilities all around the world.

Join our team: https://kla.wd1.myworkdayjobs.com/Search",N/A
Northwestern Medicine,5001 to 10000 Employees,"Chicago, IL",Health Care Services & Hospitals,4.0,3.9,3.8,3.6,3.4,3.9,3.8,"See All 1,162 Reviews","Northwestern Medicine® is the collaboration between Northwestern Memorial HealthCare and Northwestern University Feinberg School of Medicine around a strategic vision to transform the future of healthcare. It encompasses the research, teaching, and patient care activities of the academic medical center.

Sharing a commitment to superior quality, academic excellence and patient safety, the organizations within Northwestern Medicine comprise a combined workforce of more than 25,000 among clinical and administrative staff, medical and science faculty and medical students.

The entities involved in Northwestern Medicine remain separate organizations. Northwestern Medicine is a trademark of Northwestern Memorial HealthCare and is also used by Northwestern University.","Mission: Northwestern Medicine is an Academic Health System where the patient comes first. We are an organization of caregivers who aspire to consistently high standards of quality, cost-effectiveness and patient satisfaction. We seek to improve the health of the communities we serve by delivering a broad range of services with sensitivity to the individual needs of our patients and their families. Our shared commitment to transform healthcare will be accomplished through innovation and excellence."
QuikTrip,5001 to 10000 Employees,"Tulsa, OK",Convenience Stores & Truck Stops,4.0,4.1,3.9,3.4,3.6,4.1,4.1,"See All 1,825 Reviews","QuikTrip provides a quick fix for those on the go. QuikTrip (QT) owns and operates more than 580 gasoline/convenience stores in 10 states, mostly in the central US. QT stores, which average 4,600 sq. ft., feature the company's own QT brand of gas and diesel fuel, as well as brand-name beverages, candy, and tobacco, and QT's Quik 'n Tasty and HOTZI lines of sandwiches. QT's 15-plus travel centers offer scales, food, fuel, showers, and other services for truckers. The firm's FleetMaster program offers commercial trucking companies detailed reports showing drivers' product purchases, amounts spent, and odometer readings. QT was co-founded in 1958 by chairman Chester Cadieux. His son Chet runs the firm.",N/A
Electronic Arts,5001 to 10000 Employees,"Redwood City, CA",Video Games,4.0,4.3,3.9,3.7,3.4,3.7,3.5,"See All 2,650 Reviews","At Electronic Arts, we exist to Inspire the World to Play. In a time when we need to stay physically apart, it’s amazing to see how people are using games as a way to connect. We create extraordinary new game experiences for our millions of players everywhere by bringing together talented people that combine creativity, innovation, and passion. We immerse our employees into an inclusive culture and provide opportunities for learning and leading that allow them to do the most impactful and rewarding work of their careers. We believe in creating games and experiences for our global player community that are a reflection of our diverse world.

Join us in connecting people together in play.",N/A
Citrix,5001 to 10000 Employees,"Fort Lauderdale, FL",Computer Hardware & Software,4.0,4.1,4.0,4.1,3.5,4.0,3.7,"See All 3,131 Reviews","Citrix is redefining how businesses use technology to bring out the very best in every employee. And we’re relentless about putting together teams of the best thinkers and doers to make it happen. If you’re all in on innovation and passionate about big-idea thinking, come join us. You’ll play an important role in helping build the secure, unified digital workspace technology that helps organizations unlock human potential, improve the employee experience, and enable adaptable models of work that inspire business innovation.","Mission: We aim to power a world where every person, every organization, and everything is connected. A place where all businesses can move with the hustle of a disruptive startup. Where organizations everywhere are using the cloud, mobile, and big data to invent new business models and to reinvent how we work and live. A world where our customers can make the unimaginable possible."
Warner Bros.,5001 to 10000 Employees,"Burbank, CA",Motion Picture Production & Distribution,4.0,3.9,3.8,3.8,3.4,3.8,3.2,"See All 1,425 Reviews","WARNER BROS. ENTERTAINMENT is a global leader in all forms of entertainment and their related businesses across all current and emerging media and platforms. A Time Warner Company, the fully integrated, broad-based Studio is home to one of the most successful collections of brands in the world and stands at the forefront of every aspect of the entertainment industry from feature film, television and home entertainment production and worldwide distribution to DVD and Blu-ray, digital distribution, animation, comic books, video games, product and brand licensing, and broadcasting. The company’s vast library, one of the most prestigious and valuable in the world, consists of more than 61,000 hours of programming, including nearly 6,500 feature films and 3,000 television programs comprised of tens of thousands of individual episodes.",N/A
VIPKid,5001 to 10000 Employees,"San Francisco, CA",K-12 Education,4.0,4.3,3.8,4.2,3.6,3.3,3.5,"See All 3,810 Reviews","VIPKid is the leading global online K12 education leader, #1 Company for Remote Jobs, and named Top 10 Best Places to work by Glassdoor. We’ve created a live, one-on-one online learning platform that matches motivated kids studying English in China with inspiring teachers. Also rated in Fast Company’s Top 50 Most Innovative Company in the World, we work with educational partners like ETS, TESOL and National Geographic Learning to develop the best curriculum and cutting-edge platform.","Mission: To inspire and empower every child for the future. Our founders worked as both educators and administrators for decades prior to founding VIPKid. We’ve taken those experiences – as well as our passion for motivating and engaging young learners - with us to our work at VIPKid. We aim to provide a truly global education – and with teachers and students all over the world, we're able to deliver exactly that."
ZS Associates,5001 to 10000 Employees,"Evanston, IL",Consulting,3.9,4.3,4.2,2.4,3.7,3.9,4.0,"See All 3,406 Reviews","ZS is a professional services firm that works side by side with companies to help develop and deliver products that drive customer value and company results. We leverage our deep industry expertise, leading-edge analytics, technology and strategy to create solutions that work in the real world. With more than 35 years of experience and 8,000-plus ZSers in over 25 offices worldwide, we are passionately committed to helping companies and their customers thrive. Our most valuable asset is our people—a fact that’s reflected in our values-driven organization in which new perspectives are integral and new ideas are celebrated. We apply our knowledge, capabilities and innovation-oriented approach in industries ranging from healthcare and life sciences, to high-tech, financial services, travel and transportation, and beyond.",N/A
athenahealth,5001 to 10000 Employees,"Watertown, MA",Enterprise Software & Network Solutions,3.9,4.0,4.1,3.9,3.5,3.8,3.8,"See All 1,422 Reviews","athenahealth partners with healthcare organizations across the care continuum to drive clinical and financial results. Our expert teams build modern technology on an open, connected ecosystem, yielding insights that make a difference for our customers and their patients.

United by our vision and driven by our entrepreneurial spirit, our work at athenahealth is collaborative, transformative, and above all, it’s meaningful. Join us!",N/A
Grant Thornton,5001 to 10000 Employees,"Chicago, IL",Accounting,3.9,4.1,4.1,3.2,3.6,3.4,3.9,"See All 3,747 Reviews","Forget what you’ve come to expect from a career in professional services. At Grant Thornton, we aren’t afraid to do things differently. With 56 offices nationwide and a breadth of public and private companies across a range of industries and around the globe, our Audit, Tax and Advisory services is just the beginning. We believe in the power of a personalized approach to business and work collaboratively build bold solutions that help our clients, our communities and our people thrive. Whether it’s the success of our clients or our people, we never settle for business as usual. How do we do it? People like you.",N/A
Lyft,5001 to 10000 Employees,"San Francisco, CA",Computer Hardware & Software,3.9,4.2,3.9,3.9,3.2,3.8,3.5,"See All 2,726 Reviews","Lyft was founded in 2012 by Logan Green and John Zimmer to improve people’s lives with the world’s best transportation, and is available to approximately 95 percent of the United States population as well as select cities in Canada. Lyft is committed to effecting positive change for our cities by offsetting carbon emissions from all rides, and by promoting transportation equity through shared rides, bikeshare systems, electric scooters, and public transit partnerships.",N/A
Brigham and Women's Hospital,5001 to 10000 Employees,"Boston, MA",Health Care Services & Hospitals,3.9,3.9,3.6,3.6,3.5,3.5,3.7,"See All 1,090 Reviews","Brigham and Women's Hospital (BWH) is an international leader in virtually every area of medicine and has been the site of pioneering breakthroughs that have improved lives around the world. A major teaching hospital of Harvard Medical School, BWH has a legacy of excellence that continues to grow.

The BWH Biomedical Research Institute (BRI) is one of the most powerful biomedical research institutes in the world and the second largest recipient of National Institutes of Health (NIH) funding among independent hospitals in the United States.

BWH is a training ground for physicians, nurses, and allied health professionals. We have 1,100 trainees in over 140 of the most sought after training programs in the world. As our global health services expand, our clinical trainees have rich opportunities to contribute and learn in challenging environments around the world.

Brigham and Women's Hospital is an EEO, AA, VEVRAA Employer.","Mission: Our mission is to accelerate discoveries that improve human health.

Brigham and Women’s Hospital is dedicated to:
- serving the needs of our local and global community,
- providing the highest quality health care to patients and their families,
- expanding the boundaries of medicine through research,
- educating the next generation of health care professionals."
"FactSet
Hiring Surge",5001 to 10000 Employees,"Norwalk, CT",Financial Analytics & Research,3.9,4.2,4.0,4.1,3.5,3.4,3.5,"See All 2,086 Reviews","FactSet creates data and software solutions for tens of thousands of investment professionals around the world, providing instant access to financial data and analytics that investors use to make crucial investment decisions. We combine hundreds of databases from industry-leading suppliers with our clients' own proprietary data to deliver a one-stop source for financial information.

Our clients are top financial professionals, working at some of the largest investment firms in the world. For 40 years, through market changes and technological progress, we’ve maintained our focus on providing exceptional client service. Every job function and department contributes to our overall goal of adding value to our clients’ workflows. Our client retention rate has remained at an astounding 95% for more than 15 years, a testament to the high degree of service and quality for which we’ve become known.",N/A
"AOL
Acquired by Verizon",5001 to 10000 Employees,"New York, NY",Publishing,3.9,4.6,4.1,4.2,3.8,4.1,3.7,"See All 1,495 Reviews","At AOL, we strive to bring together passionate people from every part of the media landscape to construct an industry-leading company that exemplifies our commitment to premium content and innovative technology.

By uniting award-winning journalists, premium brands, original content, and forward-looking technologies, we’re fundamentally rethinking what it means to connect the world with itself. We've always had the drive and innovative thinking to mobilize the future. Now, we have the tools, the reach, and the resources to make this future a reality. We’re looking for team members with exceptional imaginations, the ability to collaborate in a fast-paced environment, and a sense of wonder and excitement about the future of online.",N/A
